Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:23:47.0,1.82,42.14,19.27
2,1,오후 4:23:52.0,1.82,42.71,15.57
3,1,오후 4:23:57.0,1.93,41.35,18.1
4,1,오후 4:24:02.0,2.17,42.29,15.47
5,1,오후 4:24:07.0,1.95,40.9,15.39
6,1,오후 4:24:12.0,2.01,43.43,18.66
7,1,오후 4:24:17.0,2.02,41.67,16.96
8,1,오후 4:24:22.0,2.07,42.19,15.26
9,1,오후 4:24:27.0,2.04,44.83,18.06
10,1,오후 4:24:32.0,2.07,43.05,17.93
11,1,오후 4:24:37.0,2.17,41.04,16.61
12,1,오후 4:24:42.0,1.85,40.06,15.15
13,1,오후 4:24:47.0,2.0,40.81,15.38
14,1,오후 4:24:52.0,2.01,44.42,16.74
15,1,오후 4:24:57.0,2.09,44.19,18.57
16,1,오후 4:25:02.0,1.93,42.08,17.75
17,1,오후 4:25:07.0,1.98,43.5,17.45
18,1,오후 4:25:12.0,2.07,42.77,16.83
19,1,오후 4:25:17.0,1.93,43.88,19.62
20,1,오후 4:25:22.0,2.09,43.35,19.09
21,1,오후 4:25:27.0,2.11,41.02,16.62
22,1,오후 4:25:32.0,1.97,42.53,16.62
23,1,오후 4:25:37.0,1.9,41.47,17.17
24,1,오후 4:25:42.0,2.15,43.02,16.33
25,1,오후 4:25:47.1,1.82,41.13,17.1
26,1,오후 4:25:52.1,2.16,42.89,19.31
27,1,오후 4:25:57.1,2.04,42.91,15.44
28,1,오후 4:26:02.1,2.07,40.51,19.9
29,1,오후 4:26:07.1,1.99,44.9,18.17
30,1,오후 4:26:12.1,2.12,42.88,19.86
31,1,오후 4:26:17.1,1.97,43.53,16.24
32,1,오후 4:26:22.1,1.84,44.42,18.55
33,1,오후 4:26:27.1,2.09,40.81,15.17
34,1,오후 4:26:32.1,1.91,41.24,15.25
35,1,오후 4:26:37.1,1.85,44.14,15.48
36,1,오후 4:26:42.1,2.05,44.61,17.03
37,1,오후 4:26:47.1,1.89,43.89,19.69
38,1,오후 4:26:52.1,1.85,42.95,16.07
39,1,오후 4:26:57.1,1.98,42.2,19.17
40,1,오후 4:27:02.1,2.16,44.0,17.57
41,1,오후 4:27:07.1,2.11,41.78,17.53
42,1,오후 4:27:12.1,2.13,41.86,19.47
43,1,오후 4:27:17.1,2.16,40.74,15.8
44,1,오후 4:27:22.2,1.86,40.23,19.55
45,1,오후 4:27:27.2,2.01,41.11,15.76
46,1,오후 4:27:32.2,1.87,41.6,16.58
47,1,오후 4:27:37.2,2.02,42.88,17.61
48,1,오후 4:27:42.2,1.93,44.68,17.44
49,1,오후 4:27:47.2,2.06,41.28,17.33
50,1,오후 4:27:52.2,1.99,42.38,15.63
51,1,오후 4:27:57.2,1.96,42.38,19.38
52,1,오후 4:28:02.2,2.1,42.73,18.23
53,1,오후 4:28:07.2,2.06,42.48,15.44
54,1,오후 4:28:12.2,1.83,40.14,18.46
55,1,오후 4:28:17.2,2.11,42.72,16.02
56,1,오후 4:28:22.2,1.93,44.21,18.25
57,1,오후 4:28:27.2,2.17,43.39,16.57
58,1,오후 4:28:32.2,2.11,43.44,17.63
59,1,오후 4:28:37.2,1.97,44.66,19.55
60,1,오후 4:28:42.2,2.11,41.99,16.83
61,1,오후 4:28:47.2,1.98,43.07,19.8
62,1,오후 4:28:52.2,1.99,42.84,15.02
63,1,오후 4:28:57.2,1.87,42.52,15.76
64,1,오후 4:29:02.2,2.03,41.08,15.39
65,1,오후 4:29:07.2,2.12,42.27,16.38
66,1,오후 4:29:12.2,2.19,42.94,16.82
