Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:29:54.0,2.15,43.15,19.74
2,1,오후 4:29:59.0,2.08,40.13,18.01
3,1,오후 4:30:04.0,2.18,43.46,18.73
4,1,오후 4:30:09.0,1.99,41.72,16.75
5,1,오후 4:30:14.0,1.85,43.65,18.02
6,1,오후 4:30:19.0,1.94,42.82,19.27
7,1,오후 4:30:24.0,1.94,43.17,17.4
8,1,오후 4:30:29.0,2.06,44.16,18.69
9,1,오후 4:30:34.0,1.97,41.79,15.33
10,1,오후 4:30:39.0,1.94,42.62,17.44
11,1,오후 4:30:44.0,2.14,40.61,18.35
12,1,오후 4:30:49.0,1.85,42.98,19.24
13,1,오후 4:30:54.0,2.16,43.76,16.55
14,1,오후 4:30:59.0,1.88,41.33,18.34
15,1,오후 4:31:04.0,1.99,41.47,16.04
16,1,오후 4:31:09.0,1.88,43.75,17.38
17,1,오후 4:31:14.0,2.03,40.82,15.08
18,1,오후 4:31:19.0,2.12,42.94,18.67
19,1,오후 4:31:24.0,1.96,41.02,19.39
20,1,오후 4:31:29.0,2.06,44.11,17.04
21,1,오후 4:31:34.1,2.07,41.14,18.47
22,1,오후 4:31:39.1,2.0,42.5,16.97
23,1,오후 4:31:44.1,1.95,40.76,16.61
24,1,오후 4:31:49.1,2.11,42.03,15.16
25,1,오후 4:31:54.1,2.06,44.58,15.24
26,1,오후 4:31:59.1,2.08,40.43,15.42
27,1,오후 4:32:04.1,1.81,40.43,19.19
28,1,오후 4:32:09.1,2.12,41.71,17.29
29,1,오후 4:32:14.1,1.94,44.59,19.99
30,1,오후 4:32:19.1,2.08,44.94,17.92
31,1,오후 4:32:24.1,2.17,43.44,19.6
32,1,오후 4:32:29.1,1.85,42.18,18.06
33,1,오후 4:32:34.1,1.92,41.69,17.87
34,1,오후 4:32:39.1,2.14,42.69,16.07
35,1,오후 4:32:44.1,1.82,40.61,19.61
36,1,오후 4:32:49.1,1.86,40.73,18.98
