Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:27:56.0,1.96,40.71,19.45
2,1,오후 4:28:01.0,2.05,40.51,17.29
3,1,오후 4:28:06.0,2.14,41.95,18.37
4,1,오후 4:28:11.0,2.19,42.44,19.93
5,1,오후 4:28:16.0,2.11,41.99,16.16
6,1,오후 4:28:21.0,2.05,40.9,15.2
7,1,오후 4:28:26.0,1.93,42.29,15.72
8,1,오후 4:28:31.0,2.04,41.66,18.4
9,1,오후 4:28:36.0,2.18,44.64,18.44
10,1,오후 4:28:41.0,2.49,42.7,18.54
11,1,오후 4:28:46.0,2.49,42.7,18.54
12,1,오후 4:28:51.0,2.14,40.17,17.88
13,1,오후 4:28:56.0,2.18,44.6,17.93
14,1,오후 4:29:01.0,1.85,43.39,16.57
15,1,오후 4:29:06.0,1.87,42.43,17.63
16,1,오후 4:29:11.0,2.15,43.66,15.68
17,1,오후 4:29:16.0,2.03,43.91,19.51
18,1,오후 4:29:21.0,1.89,42.97,18.61
19,1,오후 4:29:26.0,1.91,44.84,15.92
20,1,오후 4:29:31.0,1.92,43.89,19.66
21,1,오후 4:29:36.0,2.09,44.93,18.05
22,1,오후 4:29:41.0,1.93,41.97,18.02
23,1,오후 4:29:46.0,1.84,42.03,18.5
24,1,오후 4:29:51.1,2.11,42.97,16.89
25,1,오후 4:29:56.1,2.03,41.76,19.41
26,1,오후 4:30:01.1,2.03,41.33,16.76
27,1,오후 4:30:06.1,2.02,44.18,19.35
28,1,오후 4:30:11.1,1.88,41.29,17.55
29,1,오후 4:30:16.1,2.08,41.93,18.05
30,1,오후 4:30:21.1,1.95,42.91,15.93
31,1,오후 4:30:26.1,1.81,44.79,17.23
32,1,오후 4:30:31.1,1.82,42.45,17.78
33,1,오후 4:30:36.1,2.05,43.3,17.27
34,1,오후 4:30:41.1,1.83,43.41,18.66
35,1,오후 4:30:46.1,2.04,42.48,18.32
36,1,오후 4:30:51.1,1.93,44.18,19.73
37,1,오후 4:30:56.1,1.94,44.78,17.63
38,1,오후 4:31:01.1,1.94,44.78,17.94
39,1,오후 4:31:06.1,2.19,42.3,18.96
40,1,오후 4:31:11.1,1.93,44.13,18.19
41,1,오후 4:31:16.1,1.93,43.91,15.8
42,1,오후 4:31:21.2,1.83,43.43,19.15
43,1,오후 4:31:26.2,2.14,42.68,18.15
44,1,오후 4:31:31.2,1.86,44.13,19.09
45,1,오후 4:31:36.2,2.01,43.64,16.88
46,1,오후 4:31:41.2,1.94,44.23,17.89
47,1,오후 4:31:46.2,2.07,43.75,18.67
48,1,오후 4:31:51.2,2.04,40.4,16.73
49,1,오후 4:31:56.2,1.96,42.57,16.98
50,1,오후 4:32:01.2,1.86,43.16,15.69
51,1,오후 4:32:06.2,2.17,42.13,18.35
52,1,오후 4:32:11.2,1.95,43.28,19.64
53,1,오후 4:32:16.2,1.95,42.63,15.3
54,1,오후 4:32:21.2,2.01,40.25,16.96
55,1,오후 4:32:26.2,2.17,42.32,15.86
56,1,오후 4:32:31.2,2.12,44.67,15.52
57,1,오후 4:32:36.2,1.93,43.76,16.16
58,1,오후 4:32:41.2,2.15,42.78,19.93
59,1,오후 4:32:46.2,2.16,40.39,19.35
60,1,오후 4:32:51.2,1.83,44.86,17.23
61,1,오후 4:32:56.2,2.16,42.31,19.54
62,1,오후 4:33:01.2,2.49,42.7,18.54
63,1,오후 4:33:06.2,1.87,43.69,17.04
64,1,오후 4:33:11.2,1.9,43.76,18.15
