Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:22:22.0,2.12,44.25,17.77
2,1,오후 4:22:27.0,1.94,43.38,15.71
3,1,오후 4:22:32.0,2.11,43.22,15.41
4,1,오후 4:22:37.0,2.15,40.56,18.67
5,1,오후 4:22:42.0,2.1,43.02,19.92
6,1,오후 4:22:47.0,1.92,43.43,16.47
7,1,오후 4:22:52.0,2.09,40.11,17.84
8,1,오후 4:22:57.0,2.08,41.15,17.07
9,1,오후 4:23:02.0,1.85,41.71,16.27
10,1,오후 4:23:07.0,2.15,43.53,17.73
11,1,오후 4:23:12.0,1.88,44.21,16.92
12,1,오후 4:23:17.0,1.85,43.91,17.67
13,1,오후 4:23:22.0,1.88,44.0,16.01
14,1,오후 4:23:27.0,2.08,43.07,17.45
15,1,오후 4:23:32.0,2.1,44.57,16.82
16,1,오후 4:23:37.0,1.96,44.08,16.95
17,1,오후 4:23:42.0,1.82,44.66,18.55
18,1,오후 4:23:47.0,2.11,42.36,18.03
19,1,오후 4:23:52.0,2.07,44.01,15.49
20,1,오후 4:23:57.0,2.08,40.44,16.57
21,1,오후 4:24:02.0,2.02,43.97,17.33
22,1,오후 4:24:07.1,2.12,42.53,16.74
23,1,오후 4:24:12.1,2.08,40.65,16.83
24,1,오후 4:24:17.1,2.01,42.67,15.07
25,1,오후 4:24:22.1,2.11,43.24,19.3
26,1,오후 4:24:27.1,1.89,44.56,18.88
27,1,오후 4:24:32.1,2.06,44.7,18.02
28,1,오후 4:24:37.1,1.98,44.99,19.7
29,1,오후 4:24:42.1,2.15,44.67,19.22
30,1,오후 4:24:47.1,1.9,41.01,18.76
31,1,오후 4:24:52.1,1.87,42.08,17.74
32,1,오후 4:24:57.1,2.09,41.89,15.18
33,1,오후 4:25:02.1,2.04,42.18,17.39
34,1,오후 4:25:07.1,1.83,40.66,18.86
35,1,오후 4:25:12.1,2.11,36.56,16.09
36,1,오후 4:25:17.1,1.97,40.89,18.44
37,1,오후 4:25:22.1,2.13,41.43,18.5
38,1,오후 4:25:27.1,2.09,40.73,16.33
39,1,오후 4:25:32.1,1.99,42.46,15.75
40,1,오후 4:25:37.1,1.95,43.04,16.48
41,1,오후 4:25:42.1,1.86,40.57,15.96
42,1,오후 4:25:47.1,2.12,44.07,17.81
43,1,오후 4:25:52.1,1.91,43.9,16.53
44,1,오후 4:25:57.1,1.83,40.34,18.64
45,1,오후 4:26:02.2,1.98,41.39,19.32
46,1,오후 4:26:07.2,1.97,43.63,15.44
47,1,오후 4:26:12.2,2.18,42.5,17.54
48,1,오후 4:26:17.2,2.07,44.88,15.71
49,1,오후 4:26:22.2,1.91,43.82,17.49
50,1,오후 4:26:27.2,1.96,42.76,18.64
51,1,오후 4:26:32.2,1.83,42.38,15.91
52,1,오후 4:26:37.2,1.91,40.46,18.55
53,1,오후 4:26:42.2,2.08,42.27,19.58
54,1,오후 4:26:47.2,2.36,40.35,13.45
55,1,오후 4:26:52.2,2.0,40.39,17.61
56,1,오후 4:26:57.2,1.9,40.61,17.17
57,1,오후 4:27:02.2,2.15,40.76,18.21
58,1,오후 4:27:07.2,1.89,41.66,18.49
59,1,오후 4:27:12.2,1.96,40.55,17.52
60,1,오후 4:27:17.2,2.19,42.78,17.75
61,1,오후 4:27:22.2,1.85,40.64,19.66
62,1,오후 4:27:27.2,2.14,44.53,17.98
63,1,오후 4:27:32.2,2.1,44.25,16.83
64,1,오후 4:27:37.2,2.08,42.67,16.45
65,1,오후 4:27:42.2,1.89,42.21,19.77
66,1,오후 4:27:47.2,2.13,44.38,16.76
67,1,오후 4:27:52.2,1.93,40.7,19.73
68,1,오후 4:27:57.2,2.04,44.16,19.24
69,1,오후 4:28:02.2,2.09,41.12,17.86
70,2,오후 4:28:28.1,2.19,44.07,15.27
71,2,오후 4:28:33.1,1.89,40.04,18.98
72,2,오후 4:28:38.1,2.05,43.51,18.2
73,2,오후 4:28:43.1,2.16,41.64,18.65
74,2,오후 4:28:48.1,1.89,43.66,19.22
75,2,오후 4:28:53.1,1.88,40.67,19.93
76,2,오후 4:28:58.1,1.84,43.99,16.38
77,2,오후 4:29:03.1,2.18,42.81,16.47
78,2,오후 4:29:08.1,1.89,42.4,17.09
79,2,오후 4:29:13.1,2.1,42.52,17.86
80,2,오후 4:29:18.1,1.97,43.29,15.43
81,2,오후 4:29:23.2,2.07,40.28,16.51
82,2,오후 4:29:28.2,2.16,41.82,17.07
83,2,오후 4:29:33.2,1.83,44.74,16.42
84,2,오후 4:29:38.2,1.97,43.98,17.74
85,2,오후 4:29:43.2,1.89,43.77,16.8
86,2,오후 4:29:48.2,2.01,42.66,19.54
87,2,오후 4:29:53.2,2.01,43.73,16.1
88,2,오후 4:29:58.2,1.84,41.44,18.15
89,2,오후 4:30:03.2,2.02,42.47,15.27
90,2,오후 4:30:08.2,1.99,40.68,19.21
91,2,오후 4:30:13.2,1.9,44.84,18.74
92,2,오후 4:30:18.2,1.93,42.25,17.76
93,2,오후 4:30:23.2,1.9,40.43,18.51
94,2,오후 4:30:28.2,2.16,42.23,16.99
95,2,오후 4:30:33.2,2.01,42.68,18.62
96,2,오후 4:30:38.2,2.05,41.42,18.24
97,2,오후 4:30:43.2,1.95,43.77,15.01
98,2,오후 4:30:48.2,2.13,42.56,18.34
99,2,오후 4:30:53.2,2.02,41.08,16.97
100,2,오후 4:30:58.2,2.04,43.39,16.4
101,2,오후 4:31:03.3,1.87,40.24,16.98
102,2,오후 4:31:08.3,1.9,40.08,19.38
103,2,오후 4:31:13.3,2.19,43.4,18.52
104,2,오후 4:31:18.3,2.13,42.68,18.3
105,2,오후 4:31:23.3,2.15,41.41,15.42
106,2,오후 4:31:28.3,1.92,42.94,18.85
107,2,오후 4:31:33.3,1.99,41.54,16.56
108,2,오후 4:31:38.3,1.85,41.09,15.3
109,2,오후 4:31:43.3,1.91,42.75,19.4
110,2,오후 4:31:48.3,2.09,44.01,16.53
111,2,오후 4:31:53.3,2.05,43.39,19.28
112,2,오후 4:31:58.3,1.88,42.04,18.51
113,2,오후 4:32:03.3,1.93,41.07,18.39
114,2,오후 4:32:08.3,1.97,44.81,18.52
115,2,오후 4:32:13.3,1.95,40.46,17.87
116,2,오후 4:32:18.3,1.84,42.51,16.3
117,2,오후 4:32:23.3,1.89,43.15,16.14
118,2,오후 4:32:28.3,2.13,41.48,18.35
119,2,오후 4:32:33.3,1.99,40.93,15.17
120,2,오후 4:32:38.3,1.99,44.63,18.97
121,2,오후 4:32:43.3,1.81,41.92,15.95
