Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:21:23.0,2.04,41.63,16.91
2,1,오후 4:21:28.0,2.1,41.66,18.76
3,1,오후 4:21:33.0,1.91,42.84,16.75
4,1,오후 4:21:38.0,1.99,40.84,19.78
5,1,오후 4:21:43.0,1.83,40.69,17.32
6,1,오후 4:21:48.0,2.08,42.74,17.58
7,1,오후 4:21:53.0,2.02,43.16,18.22
8,1,오후 4:21:58.0,1.92,42.54,19.15
9,1,오후 4:22:03.0,2.15,40.34,16.49
10,1,오후 4:22:08.0,2.14,43.53,17.0
11,1,오후 4:22:13.0,2.12,40.76,18.09
12,1,오후 4:22:18.0,2.03,41.93,15.12
13,1,오후 4:22:23.0,1.97,42.86,15.97
14,1,오후 4:22:28.0,1.95,42.91,17.83
15,1,오후 4:22:33.0,1.87,44.99,18.71
16,1,오후 4:22:38.0,1.96,43.19,18.66
17,1,오후 4:22:43.1,1.89,44.79,16.17
18,1,오후 4:22:48.1,2.17,41.18,19.14
19,1,오후 4:22:53.1,1.93,41.41,16.09
20,1,오후 4:22:58.1,1.93,40.91,17.84
21,1,오후 4:23:03.1,1.93,43.87,16.91
22,1,오후 4:23:08.1,2.09,44.94,16.79
23,1,오후 4:23:13.1,1.81,41.18,18.47
24,1,오후 4:23:18.1,1.95,44.53,15.06
25,1,오후 4:23:23.1,1.88,43.43,15.81
26,1,오후 4:23:28.1,2.19,42.99,18.08
27,1,오후 4:23:33.1,1.85,44.25,18.41
28,1,오후 4:23:38.1,1.81,41.65,17.59
29,1,오후 4:23:43.1,2.03,40.93,15.76
30,1,오후 4:23:48.1,2.18,42.5,17.68
31,1,오후 4:23:53.1,1.88,37.57,13.99
32,1,오후 4:23:58.1,2.16,40.32,16.42
33,1,오후 4:24:03.1,2.14,40.5,18.88
34,1,오후 4:24:08.1,1.83,42.66,15.7
35,1,오후 4:24:13.1,2.14,44.85,19.38
36,1,오후 4:24:18.1,2.06,44.49,17.71
37,1,오후 4:24:23.1,1.84,40.3,15.48
38,1,오후 4:24:28.1,1.95,41.89,15.95
39,1,오후 4:24:33.2,1.88,40.43,18.1
40,1,오후 4:24:38.2,2.09,43.44,17.09
41,1,오후 4:24:43.2,2.12,44.3,16.43
42,1,오후 4:24:48.2,1.98,40.55,15.8
43,1,오후 4:24:53.2,1.88,41.85,16.5
44,1,오후 4:24:58.2,2.15,43.02,17.53
45,1,오후 4:25:03.2,2.05,42.72,16.47
46,1,오후 4:25:08.2,2.16,41.51,16.24
47,1,오후 4:25:13.2,2.05,44.77,17.23
48,1,오후 4:25:18.2,2.06,41.61,17.81
49,1,오후 4:25:23.2,1.85,41.07,18.23
50,1,오후 4:25:28.2,1.86,41.12,16.29
51,1,오후 4:25:33.2,1.85,41.02,17.64
52,1,오후 4:25:38.2,1.93,43.75,15.24
53,1,오후 4:25:43.2,2.3,35.6,16.15
54,1,오후 4:25:48.2,1.95,42.74,17.32
