Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:28:56.0,2.07,40.77,19.83
2,1,오후 4:29:01.0,1.86,44.48,17.5
3,1,오후 4:29:06.0,2.12,44.52,16.52
4,1,오후 4:29:11.0,1.85,40.23,16.87
5,1,오후 4:29:16.0,2.14,41.0,19.97
6,1,오후 4:29:21.0,1.99,43.6,19.01
7,1,오후 4:29:26.0,2.07,43.65,17.69
8,1,오후 4:29:31.0,1.97,42.44,17.74
9,1,오후 4:29:36.0,1.91,43.32,15.42
10,1,오후 4:29:41.0,1.96,42.42,18.48
11,1,오후 4:29:46.0,2.02,44.93,16.66
12,1,오후 4:29:51.0,1.94,40.47,18.21
13,1,오후 4:29:56.0,1.93,44.87,18.26
14,1,오후 4:30:01.0,2.08,44.97,15.7
15,1,오후 4:30:06.0,2.12,40.96,15.28
16,1,오후 4:30:11.0,2.15,44.75,15.46
17,1,오후 4:30:16.0,2.04,41.91,19.26
18,1,오후 4:30:21.0,2.05,40.56,16.11
19,1,오후 4:30:26.1,1.99,40.22,17.95
20,1,오후 4:30:31.1,1.95,42.91,17.96
21,1,오후 4:30:36.1,2.13,42.96,18.59
22,1,오후 4:30:41.1,1.93,43.7,17.33
23,1,오후 4:30:46.1,2.14,41.02,16.24
24,1,오후 4:30:51.1,2.08,43.28,19.44
25,1,오후 4:30:56.1,1.97,42.38,19.15
26,1,오후 4:31:01.1,1.83,42.11,15.97
27,1,오후 4:31:06.1,2.06,40.29,15.45
28,1,오후 4:31:11.1,1.91,41.53,15.45
29,1,오후 4:31:16.1,2.13,40.03,15.04
30,1,오후 4:31:21.1,1.83,44.17,17.67
31,1,오후 4:31:26.1,1.83,40.61,16.43
32,1,오후 4:31:31.1,2.08,40.83,18.2
33,1,오후 4:31:36.1,2.1,43.8,16.12
34,1,오후 4:31:41.1,2.01,42.12,18.07
35,1,오후 4:31:46.1,2.01,43.55,19.05
36,1,오후 4:31:51.1,2.03,42.77,17.46
37,1,오후 4:31:56.1,2.01,43.63,18.55
38,1,오후 4:32:01.1,2.04,42.72,17.19
39,1,오후 4:32:06.1,1.94,42.25,15.96
40,1,오후 4:32:11.1,2.0,40.45,19.76
41,1,오후 4:32:16.2,2.01,42.07,19.66
42,1,오후 4:32:21.2,1.85,44.5,17.63
43,1,오후 4:32:26.2,2.14,42.83,15.38
44,1,오후 4:32:31.2,1.96,41.91,17.94
45,1,오후 4:32:36.2,2.04,42.44,16.68
46,1,오후 4:32:41.2,1.9,43.25,17.6
47,1,오후 4:32:46.2,2.15,43.3,19.24
48,1,오후 4:32:51.2,2.13,44.8,17.91
49,1,오후 4:32:56.2,1.99,42.67,18.9
50,1,오후 4:33:01.2,1.86,42.67,16.93
51,1,오후 4:33:06.2,2.16,40.89,16.9
52,1,오후 4:33:11.2,2.05,41.72,16.43
53,1,오후 4:33:16.2,2.0,43.49,18.04
54,1,오후 4:33:21.2,1.87,42.75,19.21
55,1,오후 4:33:26.2,1.83,41.66,17.22
56,1,오후 4:33:31.2,2.06,40.96,16.51
57,1,오후 4:33:36.2,1.9,41.08,17.49
58,1,오후 4:33:41.2,1.9,42.01,17.0
59,1,오후 4:33:46.2,1.92,42.54,17.09
60,1,오후 4:33:51.3,1.98,43.38,16.98
61,1,오후 4:33:56.3,1.97,44.92,18.85
62,1,오후 4:34:01.3,2.02,41.34,15.48
63,1,오후 4:34:06.3,2.18,44.05,16.08
64,1,오후 4:34:11.3,1.93,44.89,15.93
65,1,오후 4:34:16.3,2.16,43.81,15.67
66,1,오후 4:34:21.3,1.95,40.62,16.89
67,1,오후 4:34:26.3,1.92,44.33,15.88
68,1,오후 4:34:31.3,1.85,44.78,19.99
69,1,오후 4:34:36.3,2.19,44.2,17.1
70,2,오후 4:35:02.2,1.92,44.04,17.16
71,2,오후 4:35:07.2,2.16,40.91,15.33
72,2,오후 4:35:12.2,2.02,41.94,16.62
73,2,오후 4:35:17.2,2.13,42.63,18.32
74,2,오후 4:35:22.2,1.95,43.85,16.23
75,2,오후 4:35:27.2,1.84,40.98,15.97
