Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:23:47.0,2.14,42.31,19.04
2,1,오후 4:23:52.0,1.91,42.69,19.36
3,1,오후 4:23:57.0,1.93,42.27,15.38
4,1,오후 4:24:02.0,2.09,42.91,16.55
5,1,오후 4:24:07.0,1.95,43.88,16.95
6,1,오후 4:24:12.0,2.08,44.2,16.09
7,1,오후 4:24:17.0,2.02,43.89,16.56
8,1,오후 4:24:22.0,1.81,40.36,15.9
9,1,오후 4:24:27.0,1.99,41.64,17.36
10,1,오후 4:24:32.0,1.81,40.27,19.03
11,1,오후 4:24:37.0,1.96,40.43,17.43
12,1,오후 4:24:42.0,2.03,43.19,17.92
13,1,오후 4:24:47.0,1.93,40.78,17.1
14,1,오후 4:24:52.0,1.92,41.95,19.91
15,1,오후 4:24:57.0,2.09,42.99,15.85
16,1,오후 4:25:02.0,1.99,43.16,17.22
17,1,오후 4:25:07.0,1.94,40.97,18.07
18,1,오후 4:25:12.0,2.1,40.82,16.63
19,1,오후 4:25:17.0,2.15,40.21,16.93
20,1,오후 4:25:22.0,2.09,42.7,17.9
21,1,오후 4:25:27.0,1.91,43.97,19.41
22,1,오후 4:25:32.0,2.18,43.77,18.64
23,1,오후 4:25:37.1,2.08,40.46,17.83
24,1,오후 4:25:42.1,2.11,41.32,19.01
25,1,오후 4:25:47.1,2.13,40.62,16.33
26,1,오후 4:25:52.1,1.95,42.91,19.98
27,1,오후 4:25:57.1,2.0,44.67,17.48
28,1,오후 4:26:02.1,1.88,42.11,17.19
29,1,오후 4:26:07.1,1.84,40.17,18.94
30,1,오후 4:26:12.1,2.03,41.47,19.34
31,1,오후 4:26:17.1,2.01,44.0,17.82
32,1,오후 4:26:22.1,2.12,43.92,17.88
33,1,오후 4:26:27.1,1.98,44.57,17.04
34,1,오후 4:26:32.1,2.06,42.33,18.68
35,1,오후 4:26:37.1,1.83,42.73,19.9
36,1,오후 4:26:42.1,2.14,43.25,16.2
37,1,오후 4:26:47.1,2.19,41.06,18.01
38,1,오후 4:26:52.1,2.03,41.89,17.23
39,1,오후 4:26:57.1,1.85,41.27,16.45
40,1,오후 4:27:02.1,2.14,42.02,19.75
41,1,오후 4:27:07.1,2.17,41.62,17.94
42,1,오후 4:27:12.1,2.18,41.66,17.75
43,1,오후 4:27:17.2,1.98,44.97,19.9
44,1,오후 4:27:22.2,2.08,41.45,18.61
45,1,오후 4:27:27.2,1.94,43.03,19.92
46,1,오후 4:27:32.2,1.99,41.55,17.8
47,1,오후 4:27:37.2,1.85,41.78,16.82
48,1,오후 4:27:42.2,1.86,44.75,19.57
49,1,오후 4:27:47.2,1.81,44.62,19.84
50,1,오후 4:27:52.2,1.89,40.63,15.2
51,1,오후 4:27:57.2,2.14,40.59,15.54
52,1,오후 4:28:02.2,2.09,44.67,15.34
53,1,오후 4:28:07.2,2.0,40.58,16.33
54,1,오후 4:28:12.2,2.16,41.77,16.48
55,1,오후 4:28:17.2,2.09,40.42,16.53
56,1,오후 4:28:22.2,1.93,44.38,15.27
57,1,오후 4:28:27.2,1.81,44.54,15.85
58,1,오후 4:28:32.2,2.09,42.8,15.47
59,1,오후 4:28:37.2,1.9,43.72,16.97
60,1,오후 4:28:42.2,1.87,42.19,16.7
61,1,오후 4:28:47.2,2.0,44.77,17.71
62,1,오후 4:28:52.2,2.16,41.21,17.48
63,1,오후 4:28:57.3,2.09,41.51,15.1
64,1,오후 4:29:02.3,2.05,43.56,15.18
65,1,오후 4:29:07.3,2.11,40.65,17.45
66,1,오후 4:29:12.3,1.92,42.94,18.9
67,1,오후 4:29:17.3,1.93,44.67,18.12
68,1,오후 4:29:22.3,2.12,41.5,19.16
69,1,오후 4:29:27.3,2.05,44.75,16.71
70,2,오후 4:29:53.0,2.04,41.73,16.14
71,2,오후 4:29:58.0,1.94,42.72,15.58
72,2,오후 4:30:03.0,1.99,42.03,15.16
73,2,오후 4:30:08.0,2.08,44.55,17.6
74,2,오후 4:30:13.0,2.18,42.91,19.0
75,2,오후 4:30:18.0,1.95,43.11,17.13
76,2,오후 4:30:23.0,1.81,41.95,15.82
77,2,오후 4:30:28.0,1.98,43.06,19.23
78,2,오후 4:30:33.0,2.0,41.84,16.33
79,2,오후 4:30:38.0,2.0,40.8,19.49
80,2,오후 4:30:43.0,1.82,41.46,18.82
81,2,오후 4:30:48.0,2.03,44.38,18.78
82,2,오후 4:30:53.0,1.84,44.86,17.84
83,2,오후 4:30:58.0,2.18,41.69,18.57
84,2,오후 4:31:03.0,2.01,43.08,15.8
85,2,오후 4:31:08.0,1.98,41.86,18.04
86,2,오후 4:31:13.0,1.89,43.74,17.99
87,2,오후 4:31:18.0,2.16,40.5,16.15
88,2,오후 4:31:23.0,1.9,43.74,16.67
89,2,오후 4:31:28.0,2.4,41.17,18.22
90,2,오후 4:31:33.0,1.91,42.8,18.96
91,2,오후 4:31:38.0,1.99,42.12,16.31
92,2,오후 4:31:43.0,2.19,43.61,17.02
93,2,오후 4:31:48.0,2.18,42.9,16.22
94,2,오후 4:31:53.0,2.05,43.64,17.11
95,2,오후 4:31:58.1,2.05,42.83,15.57
96,2,오후 4:32:03.1,2.11,42.97,19.73
97,2,오후 4:32:08.1,1.94,40.74,16.59
98,2,오후 4:32:13.1,2.04,40.29,15.64
99,2,오후 4:32:18.1,1.86,43.65,17.97
100,2,오후 4:32:23.1,2.19,44.8,15.23
101,2,오후 4:32:28.1,1.82,41.58,19.13
102,2,오후 4:32:33.1,2.13,41.36,19.25
103,2,오후 4:32:38.1,1.87,44.62,18.69
104,2,오후 4:32:43.1,2.1,42.78,17.62
105,2,오후 4:32:48.1,1.85,44.82,17.05
106,2,오후 4:32:53.1,1.93,41.36,18.8
107,2,오후 4:32:58.1,1.93,44.68,17.79
108,2,오후 4:33:03.1,2.13,42.65,18.5
109,2,오후 4:33:08.1,2.19,41.51,16.32
110,2,오후 4:33:13.1,2.37,43.06,19.35
111,2,오후 4:33:18.1,2.06,44.49,17.45
112,2,오후 4:33:23.1,1.83,40.47,16.72
113,2,오후 4:33:28.1,2.01,43.0,15.07
114,2,오후 4:33:33.1,1.95,41.95,17.78
115,2,오후 4:33:38.1,2.07,41.27,18.6
116,2,오후 4:33:43.1,2.06,42.26,18.48
117,2,오후 4:33:48.1,2.1,42.12,19.47
118,2,오후 4:33:53.2,1.88,40.27,18.5
119,2,오후 4:33:58.2,1.98,42.86,17.45
120,2,오후 4:34:03.2,2.0,40.58,15.87
121,2,오후 4:34:08.2,2.02,43.02,18.67
122,2,오후 4:34:13.2,1.83,42.38,17.95
123,2,오후 4:34:18.2,1.97,42.74,18.18
124,2,오후 4:34:23.2,2.09,41.46,15.97
125,2,오후 4:34:28.2,2.1,44.64,16.12
126,2,오후 4:34:33.2,2.11,41.47,16.33
127,2,오후 4:34:38.2,1.84,43.58,17.32
128,2,오후 4:34:43.2,1.89,43.45,16.6
129,2,오후 4:34:48.2,1.83,40.32,17.67
130,2,오후 4:34:53.2,1.92,44.82,19.2
131,2,오후 4:34:58.2,2.01,43.16,18.54
132,2,오후 4:35:03.2,1.85,42.74,18.71
133,2,오후 4:35:08.2,1.88,42.81,18.54
134,2,오후 4:35:13.2,1.9,43.83,17.33
135,2,오후 4:35:18.2,2.13,44.68,16.99
136,2,오후 4:35:23.2,2.04,42.07,19.1
137,2,오후 4:35:28.2,1.98,42.89,19.6
138,2,오후 4:35:33.2,1.89,41.36,18.69
139,3,오후 4:35:58.3,2.15,40.56,15.63
140,3,오후 4:36:03.3,2.13,41.07,17.59
141,3,오후 4:36:08.4,2.19,40.76,18.99
142,3,오후 4:36:13.4,2.09,41.36,16.88
143,3,오후 4:36:18.4,2.18,40.93,18.58
144,3,오후 4:36:23.4,1.97,40.02,15.91
145,3,오후 4:36:28.4,1.93,40.31,17.77
146,3,오후 4:36:33.4,2.1,43.84,19.22
147,3,오후 4:36:38.4,1.96,40.47,15.77
148,3,오후 4:36:43.4,1.81,43.09,18.91
149,3,오후 4:36:48.4,1.97,40.48,17.31
150,3,오후 4:36:53.4,2.04,43.93,19.1
151,3,오후 4:36:58.4,1.95,44.0,18.72
152,3,오후 4:37:03.4,2.13,41.0,18.34
153,3,오후 4:37:08.4,1.85,42.48,17.02
154,3,오후 4:37:13.4,1.89,43.06,17.99
155,3,오후 4:37:18.4,2.01,43.64,17.77
156,3,오후 4:37:23.4,2.14,42.31,15.93
157,3,오후 4:37:28.4,1.86,41.89,18.26
158,3,오후 4:37:33.4,2.04,44.16,17.25
159,3,오후 4:37:38.4,1.87,44.3,18.27
160,3,오후 4:37:43.4,1.85,41.98,19.77
161,3,오후 4:37:48.4,1.87,44.94,17.14
162,3,오후 4:37:53.5,2.05,42.87,16.3
163,3,오후 4:37:58.5,2.13,40.86,18.83
164,3,오후 4:38:03.5,1.86,43.88,16.62
165,3,오후 4:38:08.5,1.95,43.3,17.75
166,3,오후 4:38:13.5,2.24,40.88,15.82
167,3,오후 4:38:18.5,2.12,44.03,16.02
168,3,오후 4:38:23.5,2.04,40.94,17.76
169,3,오후 4:38:28.5,1.85,41.95,18.54
170,3,오후 4:38:33.5,1.96,43.82,17.56
171,3,오후 4:38:38.5,2.0,44.0,17.51
172,3,오후 4:38:43.5,1.99,44.53,18.43
173,3,오후 4:38:48.5,2.16,42.27,16.69
174,3,오후 4:38:53.5,2.24,40.88,15.82
175,3,오후 4:38:58.5,2.01,42.33,16.37
176,3,오후 4:39:03.5,1.84,44.07,16.17
177,3,오후 4:39:08.5,2.05,43.17,16.82
178,3,오후 4:39:13.5,2.24,40.88,15.82
179,3,오후 4:39:18.5,1.98,41.68,17.66
180,3,오후 4:39:23.5,2.09,44.7,19.64
181,3,오후 4:39:28.5,1.81,43.61,16.55
182,3,오후 4:39:33.5,1.84,40.65,15.94
183,3,오후 4:39:38.5,1.9,44.4,18.38
184,3,오후 4:39:43.6,1.95,40.12,17.82
185,3,오후 4:39:48.6,2.08,43.37,15.09
186,3,오후 4:39:53.6,2.0,43.41,19.82
187,3,오후 4:39:58.6,1.96,40.62,15.43
188,3,오후 4:40:03.6,2.17,43.63,16.7
189,3,오후 4:40:08.6,2.16,41.27,17.74
190,3,오후 4:40:13.6,1.94,41.6,18.53
191,3,오후 4:40:18.6,1.9,41.61,19.33
192,3,오후 4:40:23.6,1.82,41.03,16.41
193,3,오후 4:40:28.6,2.08,43.13,16.35
194,3,오후 4:40:33.6,1.86,43.98,18.26
195,3,오후 4:40:38.6,1.94,43.95,16.91
196,3,오후 4:40:43.6,1.95,40.67,19.4
197,3,오후 4:40:48.6,2.05,44.38,19.59
198,3,오후 4:40:53.6,2.07,40.12,17.95
199,3,오후 4:40:58.6,1.83,40.94,16.16
200,3,오후 4:41:03.6,1.92,40.11,19.72
201,3,오후 4:41:08.6,1.95,40.44,16.44
202,3,오후 4:41:13.6,2.09,44.18,18.64
203,3,오후 4:41:18.6,1.81,44.14,18.47
204,3,오후 4:41:23.6,2.24,40.88,15.82
205,3,오후 4:41:28.7,1.92,44.45,19.66
206,3,오후 4:41:33.7,1.91,41.52,19.01
207,3,오후 4:41:38.7,2.03,41.63,18.48
208,4,오후 4:42:06.4,1.84,42.76,17.59
209,4,오후 4:42:11.5,1.87,42.54,16.98
210,4,오후 4:42:16.5,2.06,43.7,16.66
211,4,오후 4:42:21.5,2.06,43.38,15.87
212,4,오후 4:42:26.5,2.16,41.91,17.58
213,4,오후 4:42:31.5,2.19,41.9,16.83
214,4,오후 4:42:36.5,1.93,44.37,19.08
215,4,오후 4:42:41.5,1.99,41.23,18.61
216,4,오후 4:42:46.5,1.95,41.28,16.62
217,4,오후 4:42:51.5,2.03,43.66,17.97
218,4,오후 4:42:56.5,2.1,40.89,15.7
219,4,오후 4:43:01.5,2.04,40.58,15.64
220,4,오후 4:43:06.5,2.09,44.14,18.81
221,4,오후 4:43:11.5,2.22,37.53,15.21
222,4,오후 4:43:16.5,1.94,44.53,17.43
223,4,오후 4:43:21.5,1.84,44.02,19.62
224,4,오후 4:43:26.5,2.07,44.64,15.59
225,4,오후 4:43:31.5,2.22,37.53,15.21
226,4,오후 4:43:36.5,2.09,42.71,18.01
227,4,오후 4:43:41.5,2.09,42.51,17.19
228,4,오후 4:43:46.6,1.92,41.52,19.79
229,4,오후 4:43:51.6,1.81,42.48,16.96
230,4,오후 4:43:56.6,2.15,40.87,17.88
231,4,오후 4:44:01.6,1.94,43.55,17.43
232,4,오후 4:44:06.6,2.16,42.63,18.93
233,4,오후 4:44:11.6,2.07,43.02,19.7
234,4,오후 4:44:16.6,2.05,42.31,19.57
235,4,오후 4:44:21.6,1.89,40.69,16.85
236,4,오후 4:44:26.6,1.99,42.1,16.9
237,4,오후 4:44:31.6,1.89,41.08,16.55
238,4,오후 4:44:36.6,2.08,41.92,17.2
239,4,오후 4:44:41.6,2.22,37.53,15.21
240,4,오후 4:44:46.6,2.15,40.32,17.82
241,4,오후 4:44:51.6,1.81,40.64,16.88
242,4,오후 4:44:56.6,2.22,37.53,15.21
243,4,오후 4:45:01.6,1.91,43.25,19.21
244,4,오후 4:45:06.6,2.1,40.44,16.88
245,4,오후 4:45:11.6,2.17,42.15,19.93
246,4,오후 4:45:16.6,2.17,44.92,18.33
247,4,오후 4:45:21.6,2.15,43.32,15.94
248,4,오후 4:45:26.6,1.97,40.38,18.73
249,4,오후 4:45:31.6,2.17,41.82,18.5
250,4,오후 4:45:36.6,2.18,42.37,17.63
251,4,오후 4:45:41.7,1.98,44.21,18.35
252,4,오후 4:45:46.7,2.09,40.77,19.1
253,4,오후 4:45:51.7,1.85,41.58,15.92
254,4,오후 4:45:56.7,2.1,44.44,17.37
255,4,오후 4:46:01.7,2.13,40.82,18.9
256,4,오후 4:46:06.7,1.99,40.01,19.03
257,4,오후 4:46:11.7,2.09,42.17,17.48
258,4,오후 4:46:16.7,1.92,40.3,17.81
259,4,오후 4:46:21.7,1.86,42.3,15.52
260,4,오후 4:46:26.7,1.83,41.63,16.8
261,4,오후 4:46:31.7,2.0,42.04,15.25
262,4,오후 4:46:36.7,1.87,43.8,18.94
263,4,오후 4:46:41.7,1.81,42.57,19.88
264,4,오후 4:46:46.7,2.15,41.45,18.98
265,4,오후 4:46:51.7,1.87,42.35,16.33
266,4,오후 4:46:56.7,1.9,42.52,18.49
267,4,오후 4:47:01.7,1.88,41.94,19.43
268,4,오후 4:47:06.7,1.87,42.92,16.88
269,4,오후 4:47:11.7,2.05,42.42,17.64
270,4,오후 4:47:16.8,1.86,43.68,17.47
271,4,오후 4:47:21.8,1.89,43.96,16.9
272,4,오후 4:47:26.8,2.11,40.24,19.35
273,4,오후 4:47:31.8,2.06,43.96,16.53
274,4,오후 4:47:36.8,1.98,41.11,18.97
275,4,오후 4:47:41.8,2.13,41.6,16.65
276,4,오후 4:47:46.8,2.19,44.24,16.79
277,5,오후 4:48:13.7,2.16,42.25,16.92
278,5,오후 4:48:18.7,2.14,42.63,16.2
279,5,오후 4:48:23.7,1.93,40.19,18.55
280,5,오후 4:48:28.7,2.09,44.56,19.9
281,5,오후 4:48:33.7,2.15,43.55,15.31
282,5,오후 4:48:38.7,1.97,42.9,17.15
283,5,오후 4:48:43.7,2.19,40.43,19.68
284,5,오후 4:48:48.7,1.93,43.92,18.4
285,5,오후 4:48:53.7,2.03,42.98,18.03
286,5,오후 4:48:58.7,2.13,42.83,17.52
287,5,오후 4:49:03.7,2.18,42.73,19.58
288,5,오후 4:49:08.7,1.96,42.35,15.01
289,5,오후 4:49:13.7,1.89,41.84,16.01
290,5,오후 4:49:18.7,1.96,43.45,16.73
291,5,오후 4:49:23.7,1.98,42.23,19.73
292,5,오후 4:49:28.7,1.92,44.57,19.25
293,5,오후 4:49:33.7,1.93,43.9,17.17
294,5,오후 4:49:38.7,1.9,42.16,18.96
295,5,오후 4:49:43.7,2.04,42.18,17.92
296,5,오후 4:49:48.7,1.92,44.58,15.92
297,5,오후 4:49:53.7,2.16,40.2,16.93
298,5,오후 4:49:58.8,2.12,42.29,16.65
299,5,오후 4:50:03.8,2.07,40.95,18.5
300,5,오후 4:50:08.8,2.09,42.38,19.52
301,5,오후 4:50:13.8,2.18,42.34,18.76
302,5,오후 4:50:18.8,1.98,41.78,18.32
303,5,오후 4:50:23.8,1.92,40.74,19.0
304,5,오후 4:50:28.8,1.94,43.15,17.36
