Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:25:13.0,1.98,40.62,16.62
2,1,오후 4:25:18.0,2.14,40.05,19.15
3,1,오후 4:25:23.0,2.0,40.91,16.43
4,1,오후 4:25:28.0,1.98,44.48,19.63
5,1,오후 4:25:33.0,2.19,44.41,19.0
6,1,오후 4:25:38.0,2.19,43.06,17.15
7,1,오후 4:25:43.0,1.87,43.78,18.69
8,1,오후 4:25:48.0,2.05,42.01,19.24
9,1,오후 4:25:53.0,1.97,40.38,16.11
10,1,오후 4:25:58.0,1.95,43.71,19.74
11,1,오후 4:26:03.0,2.05,43.98,15.68
12,1,오후 4:26:08.0,1.95,44.26,16.18
13,1,오후 4:26:13.0,2.19,41.61,17.68
14,1,오후 4:26:18.0,2.06,42.03,16.79
15,1,오후 4:26:23.0,2.09,40.23,18.62
16,1,오후 4:26:28.0,2.02,41.54,19.48
17,1,오후 4:26:33.0,2.14,41.95,16.17
18,1,오후 4:26:38.0,1.81,43.32,15.3
19,1,오후 4:26:43.0,2.11,40.02,17.9
20,1,오후 4:26:48.0,2.0,41.49,17.14
21,1,오후 4:26:53.0,2.09,40.72,15.2
22,1,오후 4:26:58.1,1.96,40.36,15.66
23,1,오후 4:27:03.1,2.07,43.59,19.02
24,1,오후 4:27:08.1,1.95,40.6,17.35
25,1,오후 4:27:13.1,2.03,43.94,16.52
26,1,오후 4:27:18.1,2.07,40.49,15.88
27,1,오후 4:27:23.1,2.14,44.19,15.67
28,1,오후 4:27:28.1,1.83,43.08,15.9
29,1,오후 4:27:33.1,2.03,43.06,17.44
30,1,오후 4:27:38.1,2.08,44.7,19.72
31,1,오후 4:27:43.1,2.03,40.69,15.42
32,1,오후 4:27:48.1,1.84,43.35,17.4
33,1,오후 4:27:53.1,2.05,40.75,15.56
34,1,오후 4:27:58.1,1.81,43.61,15.39
35,1,오후 4:28:03.1,1.84,43.23,17.86
36,1,오후 4:28:08.1,2.05,43.24,17.67
37,1,오후 4:28:13.1,1.96,42.08,17.31
38,1,오후 4:28:18.1,1.83,41.35,19.86
39,1,오후 4:28:23.1,2.11,44.37,15.6
40,1,오후 4:28:28.2,2.18,43.27,15.77
41,1,오후 4:28:33.2,1.81,42.66,19.82
42,1,오후 4:28:38.2,2.16,44.25,16.79
43,1,오후 4:28:43.2,2.01,44.4,19.74
44,1,오후 4:28:48.2,2.15,42.56,15.19
45,1,오후 4:28:53.2,1.95,41.23,15.12
46,1,오후 4:28:58.2,1.83,40.43,17.96
47,1,오후 4:29:03.2,2.1,44.17,16.26
48,1,오후 4:29:08.2,2.04,44.47,19.64
49,1,오후 4:29:13.2,1.83,43.01,18.85
50,1,오후 4:29:18.2,2.05,42.68,16.27
51,1,오후 4:29:23.2,1.95,41.63,18.66
52,1,오후 4:29:28.2,1.83,43.81,15.65
53,1,오후 4:29:33.2,2.14,41.69,15.01
54,1,오후 4:29:38.2,1.88,42.76,16.32
55,1,오후 4:29:43.2,2.04,44.04,19.86
56,1,오후 4:29:48.2,1.96,43.25,17.39
57,1,오후 4:29:53.2,1.95,42.75,17.34
58,1,오후 4:29:58.2,2.13,43.55,16.9
59,1,오후 4:30:03.3,1.82,43.47,16.81
60,1,오후 4:30:08.3,2.1,42.76,17.15
61,1,오후 4:30:13.3,1.83,43.6,16.59
62,1,오후 4:30:18.3,2.08,42.93,17.71
63,1,오후 4:30:23.3,2.03,44.07,17.43
64,1,오후 4:30:28.3,2.13,42.06,15.45
65,1,오후 4:30:33.3,1.95,42.83,16.19
66,1,오후 4:30:38.3,2.05,41.48,16.38
67,1,오후 4:30:43.3,1.84,43.04,19.27
68,1,오후 4:30:48.3,1.88,43.72,18.26
69,1,오후 4:30:53.3,2.18,44.9,17.92
70,2,오후 4:31:20.0,1.88,43.88,15.46
71,2,오후 4:31:25.0,1.94,41.62,18.47
72,2,오후 4:31:30.0,1.96,42.79,18.17
73,2,오후 4:31:35.0,2.0,44.69,16.35
74,2,오후 4:31:40.0,1.84,41.0,17.53
75,2,오후 4:31:45.0,2.14,41.04,15.74
76,2,오후 4:31:50.1,2.25,44.17,17.69
77,2,오후 4:31:55.1,2.13,44.25,18.25
78,2,오후 4:32:00.1,2.06,42.03,17.39
79,2,오후 4:32:05.1,2.18,41.8,18.66
80,2,오후 4:32:10.1,2.05,41.27,16.01
81,2,오후 4:32:15.1,1.91,44.6,19.45
82,2,오후 4:32:20.1,1.81,43.24,17.51
83,2,오후 4:32:25.1,1.92,44.25,19.23
84,2,오후 4:32:30.1,2.17,43.96,15.8
85,2,오후 4:32:35.1,2.08,44.38,15.93
86,2,오후 4:32:40.1,2.0,42.38,15.33
87,2,오후 4:32:45.1,2.15,44.94,18.26
88,2,오후 4:32:50.1,1.95,42.88,19.32
89,2,오후 4:32:55.1,1.83,44.94,17.64
90,2,오후 4:33:00.1,1.9,42.51,19.21
91,2,오후 4:33:05.1,2.12,41.01,15.84
92,2,오후 4:33:10.2,2.13,41.78,16.82
93,2,오후 4:33:15.2,2.09,43.83,18.55
94,2,오후 4:33:20.2,1.86,43.78,17.22
95,2,오후 4:33:25.2,1.87,40.93,16.57
96,2,오후 4:33:30.2,2.13,41.13,17.81
97,2,오후 4:33:35.2,2.13,44.36,15.11
98,2,오후 4:33:40.2,2.19,42.28,16.82
99,2,오후 4:33:45.2,2.09,42.71,19.89
100,2,오후 4:33:50.2,2.13,40.21,16.39
101,2,오후 4:33:55.2,1.86,42.14,18.0
102,2,오후 4:34:00.2,2.13,40.74,16.01
103,2,오후 4:34:05.2,1.82,43.53,17.95
104,2,오후 4:34:10.2,1.89,44.91,19.63
105,2,오후 4:34:15.2,2.02,40.06,16.6
106,2,오후 4:34:20.2,1.91,44.32,16.03
107,2,오후 4:34:25.2,2.05,44.03,19.46
108,2,오후 4:34:30.2,2.01,40.92,15.07
109,2,오후 4:34:35.3,1.86,42.71,19.15
110,2,오후 4:34:40.3,2.06,42.38,16.4
111,2,오후 4:34:45.3,2.35,43.33,16.95
112,2,오후 4:34:50.3,1.91,44.17,18.24
113,2,오후 4:34:55.3,1.87,40.03,15.06
114,2,오후 4:35:00.3,2.0,44.9,19.51
115,2,오후 4:35:05.3,2.11,41.31,15.21
116,2,오후 4:35:10.3,1.83,40.71,19.32
117,2,오후 4:35:15.3,1.87,43.83,19.2
118,2,오후 4:35:20.3,2.07,41.75,18.47
119,2,오후 4:35:25.3,2.05,40.24,16.69
120,2,오후 4:35:30.3,1.82,40.18,17.62
121,2,오후 4:35:35.3,2.15,41.93,19.81
122,2,오후 4:35:40.3,2.16,40.07,16.71
123,2,오후 4:35:45.3,2.08,44.82,18.53
124,2,오후 4:35:50.3,2.04,40.97,18.18
125,2,오후 4:35:55.3,2.08,43.72,17.81
126,2,오후 4:36:00.3,2.06,41.2,15.09
127,2,오후 4:36:05.4,2.12,43.1,18.77
128,2,오후 4:36:10.4,1.93,41.44,15.97
129,2,오후 4:36:15.4,1.86,41.67,16.96
130,2,오후 4:36:20.4,2.19,43.08,16.29
131,2,오후 4:36:25.4,1.85,42.46,18.32
132,2,오후 4:36:30.4,1.94,40.55,19.67
133,2,오후 4:36:35.4,1.97,42.41,17.13
134,2,오후 4:36:40.4,2.15,44.96,17.28
135,2,오후 4:36:45.4,2.14,43.98,16.54
136,2,오후 4:36:50.4,1.81,40.82,19.85
137,2,오후 4:36:55.4,1.97,40.64,18.33
138,2,오후 4:37:00.4,1.87,43.64,16.81
139,3,오후 4:37:26.4,1.95,42.18,15.95
140,3,오후 4:37:31.4,2.17,43.88,17.45
141,3,오후 4:37:36.4,2.15,43.65,17.05
142,3,오후 4:37:41.4,1.82,41.25,15.12
143,3,오후 4:37:46.4,1.86,42.39,16.82
144,3,오후 4:37:51.4,1.93,44.54,16.42
145,3,오후 4:37:56.4,2.18,40.62,16.26
146,3,오후 4:38:01.4,2.17,44.46,16.83
147,3,오후 4:38:06.4,2.18,43.66,17.21
148,3,오후 4:38:11.4,1.97,41.31,18.14
149,3,오후 4:38:16.4,2.11,40.94,19.85
150,3,오후 4:38:21.4,2.06,43.05,16.06
151,3,오후 4:38:26.4,2.16,44.99,18.11
152,3,오후 4:38:31.5,1.93,41.1,18.0
153,3,오후 4:38:36.5,2.47,37.41,18.9
154,3,오후 4:38:41.5,2.06,44.9,15.46
155,3,오후 4:38:46.5,1.83,43.85,17.98
156,3,오후 4:38:51.5,1.83,42.15,18.81
157,3,오후 4:38:56.5,2.24,44.02,11.46
158,3,오후 4:39:01.5,1.85,41.84,15.07
