Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:28:22.0,2.08,44.13,19.25
2,1,오후 4:28:27.0,2.07,42.69,16.81
3,1,오후 4:28:32.0,1.95,44.42,16.81
4,1,오후 4:28:37.0,1.89,42.13,19.18
5,1,오후 4:28:42.0,1.88,40.25,15.07
6,1,오후 4:28:47.0,1.87,44.3,18.83
7,1,오후 4:28:52.0,1.91,42.47,19.78
8,1,오후 4:28:57.0,2.16,40.3,18.25
9,1,오후 4:29:02.0,2.17,44.41,16.79
10,1,오후 4:29:07.0,2.13,42.69,18.41
11,1,오후 4:29:12.0,1.96,43.65,18.74
12,1,오후 4:29:17.0,1.94,42.2,15.31
13,1,오후 4:29:22.0,2.12,43.51,17.36
14,1,오후 4:29:27.0,1.93,42.94,18.96
15,1,오후 4:29:32.0,1.83,43.83,19.34
16,1,오후 4:29:37.0,2.1,42.21,18.0
17,1,오후 4:29:42.0,1.88,44.01,16.23
18,1,오후 4:29:47.0,2.01,44.23,16.75
19,1,오후 4:29:52.0,1.94,43.08,17.36
20,1,오후 4:29:57.1,2.09,40.32,17.11
21,1,오후 4:30:02.1,2.17,43.89,17.87
22,1,오후 4:30:07.1,1.84,41.16,16.51
23,1,오후 4:30:12.1,1.92,40.37,18.28
24,1,오후 4:30:17.1,1.93,43.92,19.1
25,1,오후 4:30:22.1,2.15,43.36,17.69
26,1,오후 4:30:27.1,1.88,40.63,15.7
27,1,오후 4:30:32.1,2.15,42.32,19.23
28,1,오후 4:30:37.1,1.91,42.01,17.74
29,1,오후 4:30:42.1,2.11,41.14,19.15
30,1,오후 4:30:47.1,2.06,41.08,18.2
31,1,오후 4:30:52.1,2.11,44.07,17.24
32,1,오후 4:30:57.1,1.91,44.9,17.24
33,1,오후 4:31:02.1,1.87,41.3,17.93
34,1,오후 4:31:07.1,1.88,43.07,17.25
35,1,오후 4:31:12.1,2.03,42.7,19.1
36,1,오후 4:31:17.1,2.02,41.44,17.06
37,1,오후 4:31:22.1,2.1,41.54,19.83
38,1,오후 4:31:27.1,1.98,41.8,19.64
39,1,오후 4:31:32.2,2.18,40.99,19.07
40,1,오후 4:31:37.2,2.02,41.03,15.79
41,1,오후 4:31:42.2,1.83,42.76,16.42
42,1,오후 4:31:47.2,1.98,40.57,16.52
43,1,오후 4:31:52.2,2.09,41.11,15.24
44,1,오후 4:31:57.2,1.95,44.23,19.91
45,1,오후 4:32:02.2,2.0,40.88,15.2
46,1,오후 4:32:07.2,1.96,41.68,15.92
47,1,오후 4:32:12.2,1.99,44.9,17.56
48,1,오후 4:32:17.2,1.88,42.95,18.31
49,1,오후 4:32:22.2,2.05,44.57,18.25
50,1,오후 4:32:27.2,1.89,40.97,15.53
51,1,오후 4:32:32.2,1.96,44.21,17.29
52,1,오후 4:32:37.2,1.83,43.0,19.04
53,1,오후 4:32:42.2,2.06,36.8,17.22
54,1,오후 4:32:47.2,2.03,44.79,19.96
55,1,오후 4:32:52.3,2.46,44.34,15.65
56,1,오후 4:32:57.3,1.89,40.55,17.39
57,1,오후 4:33:02.3,2.05,43.99,19.01
58,1,오후 4:33:07.3,1.95,43.92,17.42
59,1,오후 4:33:12.3,2.02,40.46,18.08
60,1,오후 4:33:17.3,2.01,40.73,19.01
61,1,오후 4:33:22.3,2.13,41.76,15.93
62,1,오후 4:33:27.3,1.97,42.28,18.63
63,1,오후 4:33:32.3,1.91,41.17,18.54
64,1,오후 4:33:37.3,2.1,40.21,15.1
65,1,오후 4:33:42.3,1.96,40.5,17.1
66,1,오후 4:33:47.3,2.17,43.13,19.21
