Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:20:20.0,2.13,44.79,17.15
2,1,오후 4:20:25.0,2.1,44.27,15.65
3,1,오후 4:20:30.0,2.06,42.64,17.64
4,1,오후 4:20:35.0,2.05,41.6,15.4
5,1,오후 4:20:40.0,2.17,44.48,17.7
6,1,오후 4:20:45.0,1.94,41.32,17.23
7,1,오후 4:20:50.0,1.95,41.67,16.86
8,1,오후 4:20:55.0,2.12,43.98,17.42
9,1,오후 4:21:00.0,1.9,41.06,15.59
10,1,오후 4:21:05.0,1.92,40.11,17.91
11,1,오후 4:21:10.0,1.98,44.06,15.48
12,1,오후 4:21:15.0,2.13,43.42,19.21
13,1,오후 4:21:20.0,2.05,42.96,18.68
14,1,오후 4:21:25.0,2.15,40.32,18.16
15,1,오후 4:21:30.0,2.0,40.39,17.3
16,1,오후 4:21:35.0,1.9,44.29,15.78
17,1,오후 4:21:40.0,2.07,41.46,18.62
18,1,오후 4:21:45.1,2.18,40.49,17.84
19,1,오후 4:21:50.1,2.01,40.54,16.94
20,1,오후 4:21:55.1,2.15,43.59,15.18
21,1,오후 4:22:00.1,2.17,42.81,17.99
22,1,오후 4:22:05.1,1.95,44.89,15.45
23,1,오후 4:22:10.1,2.01,42.14,15.78
24,1,오후 4:22:15.1,1.9,40.42,17.99
25,1,오후 4:22:20.1,1.97,40.09,18.76
26,1,오후 4:22:25.1,2.09,40.97,17.83
27,1,오후 4:22:30.1,2.08,40.45,16.2
28,1,오후 4:22:35.1,2.16,42.32,16.69
29,1,오후 4:22:40.1,2.0,41.17,17.11
30,1,오후 4:22:45.1,1.91,40.83,18.93
31,1,오후 4:22:50.1,2.05,41.38,16.55
32,1,오후 4:22:55.1,2.16,41.74,18.88
33,1,오후 4:23:00.1,1.96,44.12,17.35
34,1,오후 4:23:05.1,2.07,43.02,18.92
35,1,오후 4:23:10.1,2.07,41.66,19.01
36,1,오후 4:23:15.1,2.14,40.09,16.6
37,1,오후 4:23:20.1,2.19,42.42,16.78
38,1,오후 4:23:25.2,2.03,41.26,17.28
39,1,오후 4:23:30.2,1.81,43.7,18.41
40,1,오후 4:23:35.2,2.28,34.16,17.31
41,1,오후 4:23:40.2,1.89,41.99,16.99
42,1,오후 4:23:45.2,1.91,41.31,17.33
43,1,오후 4:23:50.2,1.81,44.69,18.01
44,1,오후 4:23:55.2,2.05,40.19,17.64
45,1,오후 4:24:00.2,2.02,40.22,17.49
46,1,오후 4:24:05.2,1.94,42.07,18.23
47,1,오후 4:24:10.2,2.03,42.29,19.66
48,1,오후 4:24:15.2,2.45,42.8,17.61
49,1,오후 4:24:20.2,2.08,41.21,16.41
50,1,오후 4:24:25.2,2.01,44.56,18.28
51,1,오후 4:24:30.2,1.94,42.53,16.39
52,1,오후 4:24:35.2,2.11,43.8,16.08
53,1,오후 4:24:40.2,1.99,42.84,15.49
54,1,오후 4:24:45.2,2.0,43.81,19.91
55,1,오후 4:24:50.3,1.95,42.04,19.29
56,1,오후 4:24:55.3,2.06,42.8,18.29
57,1,오후 4:25:00.3,1.96,41.85,16.36
58,1,오후 4:25:05.3,1.89,42.94,17.79
59,1,오후 4:25:10.3,2.07,41.25,15.02
60,1,오후 4:25:15.3,1.94,40.67,16.99
61,1,오후 4:25:20.3,1.85,43.81,16.09
62,1,오후 4:25:25.3,2.13,42.62,15.01
63,1,오후 4:25:30.3,1.86,42.57,17.27
64,1,오후 4:25:35.3,1.88,42.13,15.32
65,1,오후 4:25:40.3,2.16,41.77,16.2
66,1,오후 4:25:45.3,2.0,41.65,17.34
67,1,오후 4:25:50.3,2.1,43.38,16.97
68,1,오후 4:25:55.3,2.11,44.6,16.93
69,1,오후 4:26:00.3,2.06,41.31,17.06
70,2,오후 4:26:26.8,2.1,43.86,16.78
71,2,오후 4:26:31.8,1.92,41.84,17.77
72,2,오후 4:26:36.8,2.03,42.9,18.54
73,2,오후 4:26:41.8,2.01,40.59,15.36
74,2,오후 4:26:46.8,1.84,41.03,16.05
75,2,오후 4:26:51.8,2.04,43.8,18.61
76,2,오후 4:26:56.8,2.18,41.38,18.6
77,2,오후 4:27:01.8,2.02,43.17,16.77
78,2,오후 4:27:06.8,1.85,43.46,17.39
79,2,오후 4:27:11.8,1.86,41.97,19.33
80,2,오후 4:27:16.8,1.96,41.25,16.8
81,2,오후 4:27:21.8,2.13,40.19,17.03
82,2,오후 4:27:26.8,2.05,41.33,16.7
83,2,오후 4:27:31.8,1.88,43.97,18.48
84,2,오후 4:27:36.8,2.14,44.94,16.77
85,2,오후 4:27:41.8,2.12,42.58,17.33
86,2,오후 4:27:46.9,1.99,43.9,19.02
87,2,오후 4:27:51.9,1.87,42.75,18.03
88,2,오후 4:27:56.9,2.17,42.97,19.82
89,2,오후 4:28:01.9,2.1,44.84,17.78
90,2,오후 4:28:06.9,1.91,41.09,17.2
91,2,오후 4:28:11.9,2.08,43.05,17.54
92,2,오후 4:28:16.9,2.04,43.77,18.87
93,2,오후 4:28:21.9,2.06,44.38,16.42
94,2,오후 4:28:26.9,2.1,42.82,19.06
95,2,오후 4:28:31.9,2.11,41.9,15.37
96,2,오후 4:28:36.9,1.97,43.58,18.2
97,2,오후 4:28:41.9,1.91,43.39,17.31
98,2,오후 4:28:46.9,2.19,41.73,17.57
99,2,오후 4:28:51.9,2.1,42.58,18.84
100,2,오후 4:28:56.9,1.96,41.67,16.88
101,2,오후 4:29:01.9,1.94,43.08,18.43
102,2,오후 4:29:06.9,2.16,44.04,16.34
103,2,오후 4:29:11.9,1.98,40.97,18.18
104,2,오후 4:29:16.9,2.18,42.38,19.15
105,2,오후 4:29:21.9,1.96,44.12,18.68
106,2,오후 4:29:26.9,2.12,44.1,18.69
107,2,오후 4:29:31.9,2.02,40.64,15.52
108,2,오후 4:29:37.0,2.09,42.69,16.18
109,2,오후 4:29:42.0,2.17,43.59,17.1
110,2,오후 4:29:47.0,2.03,44.27,16.41
111,2,오후 4:29:52.0,1.93,43.9,15.53
112,2,오후 4:29:57.0,2.0,43.49,16.23
113,2,오후 4:30:02.0,1.86,42.34,16.85
114,2,오후 4:30:07.0,2.15,43.73,16.8
115,2,오후 4:30:12.0,1.99,42.66,15.28
