Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:23:51.0,1.84,40.45,17.03
2,1,오후 4:23:56.0,2.12,42.35,19.01
3,1,오후 4:24:01.0,2.08,44.0,16.86
4,1,오후 4:24:06.0,2.01,41.49,19.75
5,1,오후 4:24:11.0,2.18,42.64,19.47
6,1,오후 4:24:16.0,1.83,42.81,16.11
7,1,오후 4:24:21.0,2.0,43.96,16.89
8,1,오후 4:24:26.0,2.08,40.91,18.39
9,1,오후 4:24:31.0,1.99,43.4,15.38
10,1,오후 4:24:36.0,1.9,44.81,19.93
11,1,오후 4:24:41.0,2.15,43.11,15.6
12,1,오후 4:24:46.0,2.06,42.23,18.56
13,1,오후 4:24:51.0,1.86,41.78,15.93
14,1,오후 4:24:56.0,2.08,43.14,15.39
15,1,오후 4:25:01.0,2.18,44.56,15.21
16,1,오후 4:25:06.0,2.07,43.39,15.3
17,1,오후 4:25:11.0,1.99,43.96,18.39
18,1,오후 4:25:16.0,2.03,42.93,16.92
19,1,오후 4:25:21.0,2.07,43.28,15.24
20,1,오후 4:25:26.0,2.19,43.81,17.47
21,1,오후 4:25:31.1,1.95,40.9,16.07
22,1,오후 4:25:36.1,2.16,41.55,18.79
23,1,오후 4:25:41.1,1.9,43.08,19.41
24,1,오후 4:25:46.1,1.82,41.03,16.03
25,1,오후 4:25:51.1,2.02,44.44,15.49
26,1,오후 4:25:56.1,2.01,43.04,17.23
27,1,오후 4:26:01.1,1.85,42.44,17.57
28,1,오후 4:26:06.1,1.95,44.09,19.15
29,1,오후 4:26:11.1,2.02,42.18,19.49
30,1,오후 4:26:16.1,2.06,44.39,15.5
31,1,오후 4:26:21.1,2.12,43.29,17.58
32,1,오후 4:26:26.1,2.18,40.26,15.86
33,1,오후 4:26:31.1,2.08,44.97,16.1
34,1,오후 4:26:36.1,1.82,41.2,17.44
35,1,오후 4:26:41.1,1.81,41.84,15.7
36,1,오후 4:26:46.1,2.08,42.69,18.37
37,1,오후 4:26:51.1,1.84,40.64,17.01
38,1,오후 4:26:56.1,2.06,42.73,19.29
39,1,오후 4:27:01.1,1.93,43.35,19.42
40,1,오후 4:27:06.1,2.18,44.22,18.9
41,1,오후 4:27:11.1,2.06,42.33,18.1
42,1,오후 4:27:16.1,1.97,40.06,18.71
43,1,오후 4:27:21.2,1.95,43.58,17.09
44,1,오후 4:27:26.2,1.98,42.39,17.29
45,1,오후 4:27:31.2,1.93,43.14,18.28
