Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:24:01.0,1.95,40.92,15.91
2,1,오후 4:24:06.0,1.96,40.97,15.25
3,1,오후 4:24:11.0,1.97,42.64,18.32
4,1,오후 4:24:16.0,2.17,43.57,17.51
5,1,오후 4:24:21.0,1.96,44.65,17.68
6,1,오후 4:24:26.0,1.89,40.88,15.95
7,1,오후 4:24:31.0,2.03,40.27,19.01
8,1,오후 4:24:36.0,1.93,43.34,19.36
9,1,오후 4:24:41.0,2.1,42.73,16.51
10,1,오후 4:24:46.0,1.95,42.3,17.05
11,1,오후 4:24:51.0,1.92,41.35,19.72
12,1,오후 4:24:56.0,2.03,41.09,16.49
13,1,오후 4:25:01.0,1.86,40.75,15.77
14,1,오후 4:25:06.0,1.94,40.07,18.65
15,1,오후 4:25:11.0,2.0,42.86,18.26
16,1,오후 4:25:16.0,1.83,40.03,19.08
17,1,오후 4:25:21.0,2.01,40.77,17.07
18,1,오후 4:25:26.0,2.07,43.37,17.8
19,1,오후 4:25:31.0,1.81,42.89,18.26
20,1,오후 4:25:36.0,1.93,40.09,17.5
21,1,오후 4:25:41.1,2.05,43.83,17.63
22,1,오후 4:25:46.1,2.13,44.21,16.39
23,1,오후 4:25:51.1,1.91,43.82,17.75
24,1,오후 4:25:56.1,1.99,42.05,17.72
25,1,오후 4:26:01.1,1.99,42.77,19.43
26,1,오후 4:26:06.1,1.86,42.8,19.11
27,1,오후 4:26:11.1,2.11,41.89,16.55
28,1,오후 4:26:16.1,2.46,41.09,15.35
29,1,오후 4:26:21.1,1.86,44.22,15.35
30,1,오후 4:26:26.1,1.91,44.41,18.34
31,1,오후 4:26:31.1,2.16,44.37,16.87
32,1,오후 4:26:36.1,2.01,43.29,17.84
33,1,오후 4:26:41.1,1.93,40.63,19.49
34,1,오후 4:26:46.1,2.13,41.5,16.66
35,1,오후 4:26:51.1,2.05,41.64,18.6
36,1,오후 4:26:56.1,2.16,43.37,17.58
37,1,오후 4:27:01.1,1.85,43.73,17.17
38,1,오후 4:27:06.1,2.01,44.2,15.04
39,1,오후 4:27:11.2,1.98,40.32,15.83
40,1,오후 4:27:16.2,1.83,43.08,19.18
41,1,오후 4:27:21.2,2.04,42.3,16.54
42,1,오후 4:27:26.2,1.87,42.11,19.51
43,1,오후 4:27:31.2,1.81,43.05,18.4
44,1,오후 4:27:36.2,1.91,41.23,15.93
45,1,오후 4:27:41.2,2.0,41.84,19.26
46,1,오후 4:27:46.2,1.89,40.16,16.38
47,1,오후 4:27:51.2,2.15,41.05,17.34
