Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:29:51.0,2.19,41.28,19.89
2,1,오후 4:29:56.0,1.9,44.9,17.14
3,1,오후 4:30:01.0,1.84,40.98,15.32
4,1,오후 4:30:06.0,1.81,44.19,18.43
5,1,오후 4:30:11.0,2.14,41.05,16.96
6,1,오후 4:30:16.0,2.04,43.54,17.77
7,1,오후 4:30:21.0,2.11,41.6,15.53
8,1,오후 4:30:26.0,2.03,42.17,15.27
9,1,오후 4:30:31.0,1.89,43.78,15.64
10,1,오후 4:30:36.0,1.81,40.02,15.85
11,1,오후 4:30:41.0,1.9,41.98,16.71
12,1,오후 4:30:46.0,2.18,42.01,15.16
13,1,오후 4:30:51.0,2.02,44.35,17.69
14,1,오후 4:30:56.0,2.08,42.95,15.3
15,1,오후 4:31:01.0,1.87,40.03,18.07
16,1,오후 4:31:06.0,1.97,41.64,15.96
17,1,오후 4:31:11.0,1.89,44.64,16.91
18,1,오후 4:31:16.0,2.1,44.72,18.8
19,1,오후 4:31:21.1,2.05,44.47,16.37
20,1,오후 4:31:26.1,1.85,42.38,16.67
21,1,오후 4:31:31.1,1.98,41.37,19.64
22,1,오후 4:31:36.1,2.12,41.93,15.36
23,1,오후 4:31:41.1,1.97,44.39,16.67
24,1,오후 4:31:46.1,2.11,43.66,19.65
25,1,오후 4:31:51.1,1.87,40.16,15.71
26,1,오후 4:31:56.1,1.96,43.12,15.04
27,1,오후 4:32:01.1,2.08,41.76,15.05
28,1,오후 4:32:06.1,2.16,40.41,16.24
29,1,오후 4:32:11.1,1.91,42.2,16.92
30,1,오후 4:32:16.1,2.38,43.91,16.11
31,1,오후 4:32:21.1,1.96,44.26,17.52
32,1,오후 4:32:26.1,1.96,40.9,16.68
33,1,오후 4:32:31.1,1.99,40.76,16.23
34,1,오후 4:32:36.1,1.82,40.52,19.01
35,1,오후 4:32:41.1,1.99,40.06,17.64
36,1,오후 4:32:46.1,1.91,43.41,19.18
37,1,오후 4:32:51.2,2.13,40.28,17.59
38,1,오후 4:32:56.2,2.04,44.43,18.75
39,1,오후 4:33:01.2,1.98,40.32,16.05
40,1,오후 4:33:06.2,1.83,41.69,19.01
41,1,오후 4:33:11.2,2.15,44.63,16.73
42,1,오후 4:33:16.2,1.93,40.32,17.2
43,1,오후 4:33:21.2,1.88,42.77,15.39
44,1,오후 4:33:26.2,2.06,43.18,17.7
45,1,오후 4:33:31.2,2.01,40.56,17.79
46,1,오후 4:33:36.2,2.19,44.88,19.58
47,1,오후 4:33:41.2,2.07,41.93,18.5
48,1,오후 4:33:46.2,1.84,40.97,18.6
49,1,오후 4:33:51.2,1.93,41.23,19.91
50,1,오후 4:33:56.2,2.02,41.38,16.27
51,1,오후 4:34:01.2,2.19,40.97,17.13
52,1,오후 4:34:06.2,1.93,44.32,17.73
53,1,오후 4:34:11.2,1.87,43.69,15.43
54,1,오후 4:34:16.2,1.9,42.02,15.12
55,1,오후 4:34:21.2,1.89,43.58,17.41
56,1,오후 4:34:26.2,1.84,41.21,17.64
57,1,오후 4:34:31.3,1.87,44.76,19.46
58,1,오후 4:34:36.3,1.88,42.63,18.91
59,1,오후 4:34:41.3,2.15,42.77,19.47
60,1,오후 4:34:46.3,1.9,42.42,17.51
61,1,오후 4:34:51.3,2.13,44.76,17.98
62,1,오후 4:34:56.3,1.87,42.93,16.16
63,1,오후 4:35:01.3,2.07,43.41,16.97
64,1,오후 4:35:06.3,2.15,42.28,17.11
65,1,오후 4:35:11.3,1.83,41.16,19.28
66,1,오후 4:35:16.3,2.1,42.45,17.14
67,1,오후 4:35:21.3,2.1,40.12,18.31
68,1,오후 4:35:26.3,1.96,42.63,16.3
69,1,오후 4:35:31.3,2.05,42.51,19.86
70,2,오후 4:35:58.8,2.19,42.7,15.17
71,2,오후 4:36:03.8,2.13,44.19,19.1
72,2,오후 4:36:08.8,2.07,40.07,17.46
73,2,오후 4:36:13.8,1.85,40.19,15.61
74,2,오후 4:36:18.8,1.93,43.91,16.38
75,2,오후 4:36:23.8,1.85,43.61,15.35
76,2,오후 4:36:28.8,1.95,40.64,18.56
77,2,오후 4:36:33.8,1.91,44.28,16.52
78,2,오후 4:36:38.8,2.03,40.2,15.9
79,2,오후 4:36:43.8,1.99,42.72,18.58
80,2,오후 4:36:48.8,1.95,42.39,15.31
81,2,오후 4:36:53.8,1.87,44.95,17.26
82,2,오후 4:36:58.8,2.13,43.03,19.48
83,2,오후 4:37:03.8,2.05,44.21,16.3
84,2,오후 4:37:08.8,2.06,42.43,15.73
85,2,오후 4:37:13.8,1.99,41.0,17.13
86,2,오후 4:37:18.8,2.07,44.04,19.26
87,2,오후 4:37:23.8,2.01,43.07,15.13
88,2,오후 4:37:28.8,1.86,42.59,16.79
89,2,오후 4:37:33.9,2.04,43.52,16.19
90,2,오후 4:37:38.9,1.99,40.29,18.12
91,2,오후 4:37:43.9,1.87,43.33,15.72
92,2,오후 4:37:48.9,2.18,42.35,16.06
93,2,오후 4:37:53.9,1.93,40.18,16.61
94,2,오후 4:37:58.9,2.12,41.66,15.1
95,2,오후 4:38:03.9,2.05,43.84,16.0
96,2,오후 4:38:08.9,1.99,40.73,18.9
97,2,오후 4:38:13.9,1.85,42.45,18.74
98,2,오후 4:38:18.9,2.12,44.9,17.29
99,2,오후 4:38:23.9,2.09,41.89,16.41
100,2,오후 4:38:28.9,2.18,43.93,16.8
101,2,오후 4:38:33.9,2.17,40.22,19.66
102,2,오후 4:38:38.9,2.11,43.33,15.71
103,2,오후 4:38:43.9,2.18,41.35,18.17
104,2,오후 4:38:48.9,2.19,44.08,15.01
105,2,오후 4:38:53.9,2.13,42.29,18.03
106,2,오후 4:38:58.9,2.07,42.54,16.17
107,2,오후 4:39:03.9,2.03,43.07,17.73
108,2,오후 4:39:08.9,1.99,40.72,17.74
109,2,오후 4:39:13.9,1.89,40.71,18.5
110,2,오후 4:39:19.0,2.11,43.46,16.81
111,2,오후 4:39:24.0,1.81,42.86,16.49
112,2,오후 4:39:29.0,2.06,41.46,13.19
113,2,오후 4:39:34.0,2.13,42.5,16.93
114,2,오후 4:39:39.0,1.83,44.44,16.77
115,2,오후 4:39:44.0,1.82,40.68,16.28
116,2,오후 4:39:49.0,2.18,40.33,19.22
117,2,오후 4:39:54.0,2.03,44.84,19.78
118,2,오후 4:39:59.0,1.96,43.69,16.24
119,2,오후 4:40:04.0,2.23,42.56,13.9
120,2,오후 4:40:09.0,1.89,43.18,19.08
121,2,오후 4:40:14.0,1.89,43.37,15.26
122,2,오후 4:40:19.0,2.06,44.04,19.55
123,2,오후 4:40:24.0,1.98,41.82,17.05
124,2,오후 4:40:29.0,1.93,41.26,16.7
125,2,오후 4:40:34.0,1.92,44.32,18.74
126,2,오후 4:40:39.0,2.09,42.52,15.45
127,2,오후 4:40:44.0,1.99,42.14,18.27
128,2,오후 4:40:49.0,2.01,44.44,19.6
129,2,오후 4:40:54.0,2.35,42.98,16.88
