Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:20:35.0,2.1,42.6,16.26
2,1,오후 4:20:40.0,2.07,42.55,16.04
3,1,오후 4:20:45.0,2.17,43.38,18.91
4,1,오후 4:20:50.0,2.07,41.72,16.46
5,1,오후 4:20:55.0,2.13,44.82,15.83
6,1,오후 4:21:00.0,2.25,41.8,15.61
7,1,오후 4:21:05.0,2.08,43.58,16.38
8,1,오후 4:21:10.0,1.83,44.24,15.89
9,1,오후 4:21:15.0,2.25,41.8,15.61
10,1,오후 4:21:20.0,2.0,42.55,17.96
11,1,오후 4:21:25.0,2.18,41.06,17.31
12,1,오후 4:21:30.0,1.96,41.78,18.78
13,1,오후 4:21:35.0,2.16,41.8,19.39
14,1,오후 4:21:40.0,1.83,42.23,17.46
15,1,오후 4:21:45.0,1.81,40.46,17.44
16,1,오후 4:21:50.0,1.89,42.64,18.91
17,1,오후 4:21:55.0,2.1,44.73,17.55
18,1,오후 4:22:00.0,1.89,41.82,19.23
19,1,오후 4:22:05.0,1.87,41.99,18.67
20,1,오후 4:22:10.1,1.92,40.92,18.4
21,1,오후 4:22:15.1,2.25,41.8,15.61
22,1,오후 4:22:20.1,2.0,44.28,16.29
23,1,오후 4:22:25.1,1.88,40.87,15.85
24,1,오후 4:22:30.1,2.05,41.9,18.55
25,1,오후 4:22:35.1,2.13,40.6,17.97
26,1,오후 4:22:40.1,2.12,41.59,16.27
27,1,오후 4:22:45.1,1.94,42.68,16.71
28,1,오후 4:22:50.1,2.03,43.9,15.63
29,1,오후 4:22:55.1,1.88,44.08,15.62
30,1,오후 4:23:00.1,2.08,40.82,19.57
31,1,오후 4:23:05.1,2.25,41.8,15.61
32,1,오후 4:23:10.1,1.82,41.97,19.91
33,1,오후 4:23:15.1,2.07,41.13,16.18
34,1,오후 4:23:20.1,2.19,43.57,17.82
35,1,오후 4:23:25.1,2.02,40.82,18.81
36,1,오후 4:23:30.1,1.87,43.07,15.33
37,1,오후 4:23:35.2,1.86,42.17,19.87
38,1,오후 4:23:40.2,1.91,43.37,19.07
39,1,오후 4:23:45.2,1.84,43.38,19.24
40,1,오후 4:23:50.2,1.99,42.58,15.39
41,1,오후 4:23:55.2,1.86,43.56,19.39
42,1,오후 4:24:00.2,2.0,42.87,16.45
43,1,오후 4:24:05.2,1.89,42.76,18.0
44,1,오후 4:24:10.2,2.09,41.5,18.33
45,1,오후 4:24:15.2,2.04,44.77,19.41
46,1,오후 4:24:20.2,2.17,44.9,17.1
47,1,오후 4:24:25.2,1.92,44.82,18.31
48,1,오후 4:24:30.2,1.89,40.69,16.52
49,1,오후 4:24:35.2,1.98,40.82,16.69
50,1,오후 4:24:40.2,2.03,43.68,15.63
51,1,오후 4:24:45.2,1.93,41.86,17.31
52,1,오후 4:24:50.2,1.81,42.86,15.92
53,1,오후 4:24:55.2,1.85,42.8,15.87
54,1,오후 4:25:00.2,1.86,41.74,16.06
55,1,오후 4:25:05.2,1.97,41.59,17.86
56,1,오후 4:25:10.2,2.11,40.24,18.26
57,1,오후 4:25:15.2,1.81,42.57,16.36
58,1,오후 4:25:20.2,2.15,42.17,19.35
59,1,오후 4:25:25.3,2.18,42.6,16.62
60,1,오후 4:25:30.3,1.87,42.6,15.04
61,1,오후 4:25:35.3,1.86,42.39,16.13
62,1,오후 4:25:40.3,1.83,40.63,17.83
63,1,오후 4:25:45.3,2.04,43.03,15.26
64,1,오후 4:25:50.3,2.19,43.1,15.77
65,1,오후 4:25:55.3,2.18,42.55,17.33
66,1,오후 4:26:00.3,1.9,42.48,18.55
67,1,오후 4:26:05.3,1.95,41.64,18.79
68,1,오후 4:26:10.3,2.08,43.26,16.01
69,1,오후 4:26:15.3,1.96,40.7,15.67
70,2,오후 4:26:42.4,1.9,41.11,19.97
71,2,오후 4:26:47.4,1.97,44.11,16.91
72,2,오후 4:26:52.4,1.91,41.36,17.5
73,2,오후 4:26:57.4,2.19,43.69,17.71
74,2,오후 4:27:02.4,1.96,41.45,16.97
75,2,오후 4:27:07.4,2.34,41.51,18.53
