Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:21:20.0,2.06,44.98,16.39
2,1,오후 4:21:25.0,2.04,41.92,18.63
3,1,오후 4:21:30.0,1.94,41.26,18.34
4,1,오후 4:21:35.0,1.82,43.3,19.04
5,1,오후 4:21:40.0,1.97,44.67,18.28
6,1,오후 4:21:45.0,1.83,42.15,17.83
7,1,오후 4:21:50.0,1.95,42.56,15.29
8,1,오후 4:21:55.0,2.11,42.45,16.32
9,1,오후 4:22:00.0,2.19,43.39,18.23
10,1,오후 4:22:05.0,1.99,42.28,16.84
11,1,오후 4:22:10.0,2.17,42.82,15.59
12,1,오후 4:22:15.0,2.08,42.93,17.6
13,1,오후 4:22:20.0,2.19,42.18,17.89
14,1,오후 4:22:25.0,2.09,43.93,18.12
15,1,오후 4:22:30.0,2.17,41.61,19.65
16,1,오후 4:22:35.0,2.05,41.67,19.61
17,1,오후 4:22:40.0,1.97,41.97,18.63
18,1,오후 4:22:45.0,2.02,43.24,19.09
19,1,오후 4:22:50.0,1.99,42.03,19.88
20,1,오후 4:22:55.1,2.13,42.98,17.78
21,1,오후 4:23:00.1,1.85,44.09,19.95
22,1,오후 4:23:05.1,1.92,44.85,19.74
23,1,오후 4:23:10.1,2.13,42.75,17.21
24,1,오후 4:23:15.1,2.07,43.8,19.07
25,1,오후 4:23:20.1,2.01,41.32,17.48
26,1,오후 4:23:25.1,2.01,42.99,15.4
27,1,오후 4:23:30.1,2.11,40.17,16.46
28,1,오후 4:23:35.1,2.15,40.75,18.71
29,1,오후 4:23:40.1,2.06,43.4,17.31
30,1,오후 4:23:45.1,1.96,40.27,19.07
31,1,오후 4:23:50.1,1.93,40.6,15.02
32,1,오후 4:23:55.1,1.9,41.09,15.13
33,1,오후 4:24:00.1,2.09,41.39,16.64
34,1,오후 4:24:05.1,2.03,42.1,16.5
35,1,오후 4:24:10.1,2.06,42.51,15.27
36,1,오후 4:24:15.2,1.94,41.65,16.0
37,1,오후 4:24:20.2,2.11,40.64,16.02
38,1,오후 4:24:25.2,1.93,40.88,16.24
39,1,오후 4:24:30.2,2.14,42.92,16.77
40,1,오후 4:24:35.2,2.1,40.97,18.2
41,1,오후 4:24:40.2,1.89,41.09,17.53
42,1,오후 4:24:45.2,2.08,44.25,16.6
43,1,오후 4:24:50.2,1.82,41.76,15.36
44,1,오후 4:24:55.2,1.82,41.91,18.76
45,1,오후 4:25:00.2,2.15,40.61,15.96
46,1,오후 4:25:05.2,1.99,42.58,18.14
47,1,오후 4:25:10.2,1.81,41.26,18.42
48,1,오후 4:25:15.2,1.81,42.81,18.1
49,1,오후 4:25:20.2,2.06,42.49,15.01
50,1,오후 4:25:25.2,1.81,44.07,15.4
51,1,오후 4:25:30.2,2.15,40.29,18.92
52,1,오후 4:25:35.3,2.01,40.27,19.85
53,1,오후 4:25:40.3,1.97,43.7,18.54
54,1,오후 4:25:45.3,2.12,42.2,18.29
55,1,오후 4:25:50.3,1.86,40.7,16.27
56,1,오후 4:25:55.3,1.83,43.95,16.99
57,1,오후 4:26:00.3,2.04,40.33,16.87
58,1,오후 4:26:05.3,1.81,44.05,17.92
59,1,오후 4:26:10.3,1.93,44.71,16.34
60,1,오후 4:26:15.3,1.94,44.58,19.03
61,1,오후 4:26:20.3,2.23,41.08,13.35
62,1,오후 4:26:25.3,2.15,41.05,16.07
63,1,오후 4:26:30.3,1.96,42.9,18.08
64,1,오후 4:26:35.3,1.85,42.26,16.3
65,1,오후 4:26:40.3,1.89,44.03,17.55
66,1,오후 4:26:45.3,1.86,40.95,15.8
67,1,오후 4:26:50.3,2.14,43.85,19.81
68,1,오후 4:26:55.3,1.96,40.13,17.16
69,1,오후 4:27:00.3,2.09,43.06,17.6
70,2,오후 4:27:25.6,1.93,42.12,16.75
71,2,오후 4:27:30.6,2.0,42.44,17.11
72,2,오후 4:27:35.6,1.96,40.4,15.02
73,2,오후 4:27:40.6,2.08,42.22,15.52
74,2,오후 4:27:45.6,2.12,43.59,18.98
75,2,오후 4:27:50.6,1.97,40.3,18.15
76,2,오후 4:27:55.6,2.08,42.8,15.23
77,2,오후 4:28:00.6,2.15,42.1,18.09
78,2,오후 4:28:05.6,2.13,41.21,16.17
79,2,오후 4:28:10.6,1.99,44.03,15.72
80,2,오후 4:28:15.6,2.06,40.05,18.03
81,2,오후 4:28:20.6,1.84,40.22,17.71
82,2,오후 4:28:25.6,1.91,40.75,19.72
83,2,오후 4:28:30.6,1.89,44.17,18.49
84,2,오후 4:28:35.6,1.91,41.56,15.13
85,2,오후 4:28:40.6,2.14,42.0,17.82
86,2,오후 4:28:45.6,1.88,41.04,18.04
87,2,오후 4:28:50.6,2.15,41.15,15.48
88,2,오후 4:28:55.6,2.16,41.18,15.32
89,2,오후 4:29:00.6,2.14,41.31,15.02
90,2,오후 4:29:05.6,2.04,43.17,19.93
91,2,오후 4:29:10.6,1.99,43.41,16.49
92,2,오후 4:29:15.6,1.9,42.34,17.6
93,2,오후 4:29:20.7,2.14,40.67,17.01
94,2,오후 4:29:25.7,2.05,44.38,18.51
95,2,오후 4:29:30.7,1.93,42.31,16.6
