Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:22:40.0,2.13,41.46,17.35
2,1,오후 4:22:45.0,1.99,43.85,16.55
3,1,오후 4:22:50.0,1.99,43.42,18.18
4,1,오후 4:22:55.0,1.89,40.86,18.36
5,1,오후 4:23:00.0,2.13,41.05,18.09
6,1,오후 4:23:05.0,1.98,41.78,18.28
7,1,오후 4:23:10.0,1.84,40.1,18.19
8,1,오후 4:23:15.0,2.14,41.57,16.67
9,1,오후 4:23:20.0,1.97,44.37,15.39
10,1,오후 4:23:25.0,2.19,40.31,15.39
11,1,오후 4:23:30.0,2.06,43.44,16.46
12,1,오후 4:23:35.0,2.02,43.55,15.96
13,1,오후 4:23:40.0,1.87,44.31,15.85
14,1,오후 4:23:45.0,2.18,41.18,17.05
15,1,오후 4:23:50.0,1.84,40.39,19.56
16,1,오후 4:23:55.0,2.17,42.72,19.84
17,1,오후 4:24:00.0,1.94,43.91,16.01
18,1,오후 4:24:05.0,1.93,40.31,19.54
19,1,오후 4:24:10.0,2.19,44.26,19.36
20,1,오후 4:24:15.1,1.86,40.74,16.7
21,1,오후 4:24:20.1,1.83,40.38,16.35
22,1,오후 4:24:25.1,1.83,42.76,15.16
23,1,오후 4:24:30.1,1.86,41.66,16.1
24,1,오후 4:24:35.1,2.06,41.88,17.43
25,1,오후 4:24:40.1,2.0,40.9,16.82
26,1,오후 4:24:45.1,2.02,42.71,16.54
27,1,오후 4:24:50.1,2.01,40.69,18.03
28,1,오후 4:24:55.1,2.11,41.18,16.95
29,1,오후 4:25:00.1,2.02,43.03,18.76
30,1,오후 4:25:05.1,1.83,42.65,15.85
31,1,오후 4:25:10.1,2.11,40.42,17.98
32,1,오후 4:25:15.1,1.82,44.19,18.19
33,1,오후 4:25:20.1,1.91,41.73,16.33
34,1,오후 4:25:25.1,2.18,43.69,16.07
35,1,오후 4:25:30.1,2.06,42.5,18.9
36,1,오후 4:25:35.1,2.06,44.61,19.19
37,1,오후 4:25:40.2,1.96,44.16,16.71
38,1,오후 4:25:45.2,2.14,40.77,19.5
39,1,오후 4:25:50.2,2.18,40.76,17.88
40,1,오후 4:25:55.2,2.14,44.4,18.31
41,1,오후 4:26:00.2,1.92,40.38,15.01
42,1,오후 4:26:05.2,1.86,42.29,16.09
43,1,오후 4:26:10.2,1.83,44.21,19.54
44,1,오후 4:26:15.2,2.13,41.14,19.69
