Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:28:52.0,2.37,44.18,17.23
2,1,오후 4:28:57.0,1.9,41.61,16.57
3,1,오후 4:29:02.0,2.16,40.26,18.89
4,1,오후 4:29:07.0,1.84,42.71,17.62
5,1,오후 4:29:12.0,2.19,40.89,15.63
6,1,오후 4:29:17.0,2.0,42.4,16.99
7,1,오후 4:29:22.0,2.19,41.36,15.2
8,1,오후 4:29:27.0,1.86,43.16,16.89
9,1,오후 4:29:32.0,2.37,44.18,17.23
10,1,오후 4:29:37.0,1.86,43.54,17.33
11,1,오후 4:29:42.0,1.84,44.85,15.17
12,1,오후 4:29:47.0,1.95,41.55,18.15
13,1,오후 4:29:52.0,1.86,44.3,19.57
14,1,오후 4:29:57.0,2.19,41.41,15.82
15,1,오후 4:30:02.0,1.86,40.28,18.7
16,1,오후 4:30:07.0,2.04,42.51,19.63
17,1,오후 4:30:12.0,2.37,44.18,17.23
18,1,오후 4:30:17.0,1.92,40.61,18.57
19,1,오후 4:30:22.0,2.12,42.74,15.87
20,1,오후 4:30:27.0,1.94,43.56,15.8
21,1,오후 4:30:32.0,2.16,44.72,17.34
22,1,오후 4:30:37.0,1.83,40.4,18.87
23,1,오후 4:30:42.0,1.9,42.34,18.36
24,1,오후 4:30:47.1,1.88,41.22,17.5
25,1,오후 4:30:52.1,2.1,42.52,19.96
26,1,오후 4:30:57.1,2.37,44.18,17.23
27,1,오후 4:31:02.1,2.14,44.23,19.24
28,1,오후 4:31:07.1,1.98,44.74,15.21
29,1,오후 4:31:12.1,1.93,43.47,17.85
30,1,오후 4:31:17.1,1.92,40.75,18.19
31,1,오후 4:31:22.1,2.09,42.89,19.08
32,1,오후 4:31:27.1,2.11,40.03,19.79
33,1,오후 4:31:32.1,1.99,44.25,18.66
34,1,오후 4:31:37.1,1.96,40.52,15.98
35,1,오후 4:31:42.1,2.03,41.15,19.01
36,1,오후 4:31:47.1,1.91,42.03,17.43
37,1,오후 4:31:52.1,2.12,42.18,17.87
38,1,오후 4:31:57.1,2.17,41.68,16.34
39,1,오후 4:32:02.1,2.13,40.82,16.32
40,1,오후 4:32:07.1,2.18,43.67,18.03
41,1,오후 4:32:12.1,1.87,40.95,16.63
42,1,오후 4:32:17.1,1.94,42.58,19.38
43,1,오후 4:32:22.1,2.08,42.35,16.96
44,1,오후 4:32:27.2,1.86,41.64,16.49
45,1,오후 4:32:32.2,2.07,43.07,16.78
46,1,오후 4:32:37.2,2.11,44.24,15.35
47,1,오후 4:32:42.2,2.09,42.26,17.16
48,1,오후 4:32:47.2,1.86,42.95,16.13
49,1,오후 4:32:52.2,2.16,40.77,15.47
50,1,오후 4:32:57.2,2.06,42.69,16.12
51,1,오후 4:33:02.2,2.18,44.22,15.64
52,1,오후 4:33:07.2,1.82,41.63,18.54
53,1,오후 4:33:12.2,1.87,44.24,15.6
54,1,오후 4:33:17.2,1.9,42.32,16.17
55,1,오후 4:33:22.2,2.16,44.61,17.4
56,1,오후 4:33:27.2,2.11,43.8,15.95
