Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:28:36.0,2.13,44.59,18.42
2,1,오후 4:28:41.0,1.86,41.5,19.92
3,1,오후 4:28:46.0,1.92,40.93,17.37
4,1,오후 4:28:51.0,2.05,43.04,16.28
5,1,오후 4:28:56.0,2.17,41.75,19.45
6,1,오후 4:29:01.0,1.95,42.67,17.47
7,1,오후 4:29:06.0,1.99,44.49,15.58
8,1,오후 4:29:11.0,2.06,40.03,18.59
9,1,오후 4:29:16.0,2.12,42.54,16.82
10,1,오후 4:29:21.0,2.11,41.3,18.65
11,1,오후 4:29:26.0,2.11,43.78,17.61
12,1,오후 4:29:31.0,2.14,43.57,16.91
13,1,오후 4:29:36.0,2.02,44.95,17.24
14,1,오후 4:29:41.0,2.16,41.42,17.72
15,1,오후 4:29:46.0,1.92,42.78,16.24
16,1,오후 4:29:51.0,2.08,40.39,16.21
17,1,오후 4:29:56.0,2.18,42.82,16.52
18,1,오후 4:30:01.0,2.19,40.61,19.36
19,1,오후 4:30:06.0,1.9,43.81,19.25
20,1,오후 4:30:11.0,2.14,40.69,17.37
21,1,오후 4:30:16.0,1.82,42.18,18.89
22,1,오후 4:30:21.0,1.91,43.62,19.21
23,1,오후 4:30:26.1,1.85,41.04,15.47
24,1,오후 4:30:31.1,1.94,44.65,17.84
25,1,오후 4:30:36.1,1.84,41.35,17.28
26,1,오후 4:30:41.1,2.16,44.89,18.25
27,1,오후 4:30:46.1,2.07,43.23,17.79
28,1,오후 4:30:51.1,2.08,43.32,17.23
29,1,오후 4:30:56.1,2.08,41.92,18.71
30,1,오후 4:31:01.1,2.12,44.41,18.35
31,1,오후 4:31:06.1,1.93,42.21,15.91
32,1,오후 4:31:11.1,2.11,44.01,17.34
33,1,오후 4:31:16.1,1.98,41.96,17.62
34,1,오후 4:31:21.1,1.88,44.69,17.24
35,1,오후 4:31:26.1,2.18,41.87,19.99
36,1,오후 4:31:31.1,2.0,42.62,16.38
37,1,오후 4:31:36.1,1.87,40.71,15.13
38,1,오후 4:31:41.1,1.96,42.74,19.12
39,1,오후 4:31:46.1,1.89,43.7,17.84
40,1,오후 4:31:51.1,1.84,40.17,15.06
41,1,오후 4:31:56.1,1.89,42.31,17.11
42,1,오후 4:32:01.2,1.88,40.08,17.9
43,1,오후 4:32:06.2,1.82,43.44,17.92
44,1,오후 4:32:11.2,2.14,42.25,17.52
45,1,오후 4:32:16.2,2.13,40.09,18.77
46,1,오후 4:32:21.2,2.18,41.09,18.45
47,1,오후 4:32:26.2,2.11,40.26,16.96
48,1,오후 4:32:31.2,1.99,40.76,15.98
49,1,오후 4:32:36.2,2.18,41.59,18.15
50,1,오후 4:32:41.2,2.18,43.87,17.12
51,1,오후 4:32:46.2,2.02,42.75,17.65
