Index,Lot,Time,pH,Temp,Voltage
1,1,오후 4:22:15.0,1.82,43.7,17.92
2,1,오후 4:22:20.0,2.08,42.8,16.58
3,1,오후 4:22:25.0,1.82,40.79,16.52
4,1,오후 4:22:30.0,2.04,44.23,17.09
5,1,오후 4:22:35.0,1.83,40.39,16.1
6,1,오후 4:22:40.0,1.94,44.17,16.94
7,1,오후 4:22:45.0,2.09,43.71,18.43
8,1,오후 4:22:50.0,2.05,44.95,18.6
9,1,오후 4:22:55.0,2.05,43.2,17.09
10,1,오후 4:23:00.0,2.02,42.26,19.63
11,1,오후 4:23:05.0,2.06,42.36,17.83
12,1,오후 4:23:10.0,1.84,44.89,17.63
13,1,오후 4:23:15.0,2.15,40.1,18.97
14,1,오후 4:23:20.0,1.91,41.26,15.26
15,1,오후 4:23:25.0,1.92,44.29,16.24
16,1,오후 4:23:30.0,2.11,41.14,16.01
17,1,오후 4:23:35.0,2.3,44.07,15.97
18,1,오후 4:23:40.0,2.0,44.53,17.61
19,1,오후 4:23:45.0,2.14,42.94,19.6
20,1,오후 4:23:50.0,1.91,42.6,18.69
21,1,오후 4:23:55.0,1.87,40.69,16.9
22,1,오후 4:24:00.0,2.19,42.6,19.56
23,1,오후 4:24:05.0,2.11,41.59,18.08
24,1,오후 4:24:10.1,2.03,43.39,19.9
25,1,오후 4:24:15.1,1.87,40.92,15.66
26,1,오후 4:24:20.1,1.99,42.5,18.89
27,1,오후 4:24:25.1,2.03,40.46,17.3
28,1,오후 4:24:30.1,2.18,41.18,15.37
29,1,오후 4:24:35.1,2.1,43.22,19.26
30,1,오후 4:24:40.1,2.17,41.33,18.17
31,1,오후 4:24:45.1,2.3,44.07,15.97
32,1,오후 4:24:50.1,1.95,40.42,18.2
33,1,오후 4:24:55.1,1.99,40.06,17.11
34,1,오후 4:25:00.1,1.9,41.59,15.65
35,1,오후 4:25:05.1,1.93,40.18,18.42
36,1,오후 4:25:10.1,2.08,40.09,19.23
37,1,오후 4:25:15.1,2.18,41.15,18.88
38,1,오후 4:25:20.1,2.08,43.91,19.06
39,1,오후 4:25:25.1,2.17,42.37,19.92
40,1,오후 4:25:30.1,1.98,40.57,17.59
41,1,오후 4:25:35.1,2.04,40.23,19.11
42,1,오후 4:25:40.1,1.83,43.44,15.54
43,1,오후 4:25:45.2,1.82,44.76,17.69
44,1,오후 4:25:50.2,1.81,43.77,17.55
45,1,오후 4:25:55.2,2.04,42.05,18.55
46,1,오후 4:26:00.2,2.18,40.04,19.05
47,1,오후 4:26:05.2,2.16,42.03,17.19
48,1,오후 4:26:10.2,1.87,42.48,17.52
49,1,오후 4:26:15.2,2.05,44.82,19.37
50,1,오후 4:26:20.2,2.08,44.39,16.66
51,1,오후 4:26:25.2,2.11,40.41,17.13
52,1,오후 4:26:30.2,2.18,44.21,17.38
53,1,오후 4:26:35.2,2.14,43.14,15.78
54,1,오후 4:26:40.2,1.89,42.87,17.88
55,1,오후 4:26:45.2,2.02,41.78,17.88
56,1,오후 4:26:50.2,2.19,43.69,16.05
57,1,오후 4:26:55.2,2.03,44.92,15.45
58,1,오후 4:27:00.2,2.19,44.37,17.25
59,1,오후 4:27:05.2,1.87,43.68,16.37
60,1,오후 4:27:10.3,1.95,40.78,17.25
61,1,오후 4:27:15.3,2.16,41.58,15.05
62,1,오후 4:27:20.3,2.02,44.59,18.14
63,1,오후 4:27:25.3,2.3,44.07,15.97
64,1,오후 4:27:30.3,2.3,44.07,15.97
65,1,오후 4:27:35.3,1.96,43.41,15.66
66,1,오후 4:27:40.3,1.86,41.21,17.59
67,1,오후 4:27:45.3,2.04,42.31,18.0
68,1,오후 4:27:50.3,1.86,43.34,17.0
69,1,오후 4:27:55.3,1.87,42.63,16.44
70,2,오후 4:28:23.0,1.87,40.84,19.33
71,2,오후 4:28:28.0,1.97,44.08,17.5
72,2,오후 4:28:33.1,1.93,41.45,17.46
73,2,오후 4:28:38.1,2.1,40.23,17.99
74,2,오후 4:28:43.1,1.98,44.78,18.63
75,2,오후 4:28:48.1,1.89,44.18,15.08
76,2,오후 4:28:53.1,1.84,44.01,18.29
77,2,오후 4:28:58.1,2.13,43.43,17.75
78,2,오후 4:29:03.1,2.0,44.66,17.76
79,2,오후 4:29:08.1,2.18,41.89,12.77
80,2,오후 4:29:13.1,2.08,40.02,19.28
81,2,오후 4:29:18.1,1.9,40.48,16.1
82,2,오후 4:29:23.1,2.01,42.18,19.87
83,2,오후 4:29:28.1,1.89,40.38,19.98
84,2,오후 4:29:33.1,1.93,41.39,18.24
85,2,오후 4:29:38.1,2.04,42.34,16.5
86,2,오후 4:29:43.1,2.09,41.42,17.52
87,2,오후 4:29:48.1,2.01,44.79,17.5
88,2,오후 4:29:53.1,2.0,44.77,17.47
89,2,오후 4:29:58.1,2.0,42.12,19.34
90,2,오후 4:30:03.1,2.06,44.06,16.21
91,2,오후 4:30:08.1,2.0,43.55,15.05
92,2,오후 4:30:13.2,1.84,41.39,16.49
93,2,오후 4:30:18.2,2.06,44.74,17.06
94,2,오후 4:30:23.2,1.9,42.3,18.63
95,2,오후 4:30:28.2,2.13,42.37,17.97
96,2,오후 4:30:33.2,2.08,43.43,16.34
97,2,오후 4:30:38.2,1.9,40.84,19.37
98,2,오후 4:30:43.2,2.09,40.58,15.6
99,2,오후 4:30:48.2,1.84,41.34,16.32
100,2,오후 4:30:53.2,2.12,43.85,19.58
101,2,오후 4:30:58.2,2.1,44.68,18.14
